PRO_COM_T,COD_PROV,comune,provincia,regione,popolazione,area_km2,densita_ab_km2
086011,086,"Leonforte","86","19",12023,84.39,142.5
086012,086,"Nicosia","86","19",12382,218.51,56.7
086013,086,"Nissoria","86","19",2781,61.82,45
086014,086,"Piazza Armerina","86","19",20558,304.54,67.5
086015,086,"Pietraperzia","86","19",6183,118.11,52.3
086016,086,"Regalbuto","86","19",6556,170.29,38.5
086017,086,"Sperlinga","86","19",639,59.14,10.8
086018,086,"Troina","86","19",8201,168.28,48.7
086019,086,"Valguarnera Caropepe","86","19",6743,9.41,716.6
086020,086,"Villarosa","86","19",4271,54.89,77.8
087001,087,"Aci Bonaccorsi","87","19",3559,1.72,2069.2
087002,087,"Aci Castello","87","19",17482,8.75,1997.9
087003,087,"Aci Catena","87","19",27349,8.51,3213.7
087004,087,"Acireale","87","19",50528,40.45,1249.1
087005,087,"Aci Sant'Antonio","87","19",18091,14.33,1262.5
087006,087,"Adrano","87","19",33506,83.22,402.6
087007,087,"Belpasso","87","19",28321,166.33,170.3
087008,087,"Biancavilla","87","19",22917,70.28,326.1
087009,087,"Bronte","87","19",18101,250.86,72.2
087010,087,"Calatabiano","87","19",5145,26.44,194.6
087011,087,"Caltagirone","87","19",35373,383.37,92.3
087012,087,"Camporotondo Etneo","87","19",5208,6.55,795.1
087013,087,"Castel di Iudica","87","19",4163,103.21,40.3
087014,087,"Castiglione di Sicilia","87","19",2832,118.9,23.8
087015,087,"Catania","87","19",296984,182.82,1624.5
087016,087,"Fiumefreddo di Sicilia","87","19",8965,12.16,737.3
087017,087,"Giarre","87","19",26466,27.35,967.7
087018,087,"Grammichele","87","19",12127,32.07,378.1
087019,087,"Gravina di Catania","87","19",25330,5.14,4928
087020,087,"Licodia Eubea","87","19",2762,112.45,24.6
087021,087,"Linguaglossa","87","19",4987,60.25,82.8
087022,087,"Maletto","87","19",3522,40.96,86
087023,087,"Mascali","87","19",14486,37.85,382.7
087024,087,"Mascalucia","87","19",32124,16.31,1969.6
087025,087,"Militello in Val di Catania","87","19",6605,62.47,105.7
087026,087,"Milo","87","19",1017,16.67,61
087027,087,"Mineo","87","19",4345,245.27,17.7
087028,087,"Mirabella Imbaccari","87","19",4132,15.3,270.1
087029,087,"Misterbianco","87","19",48620,37.67,1290.7
087030,087,"Motta Sant'Anastasia","87","19",12139,35.7,340
087031,087,"Nicolosi","87","19",7720,42.65,181
087032,087,"Palagonia","87","19",15369,57.79,265.9
087033,087,"PaternÃ²","87","19",44502,144.68,307.6
087034,087,"Pedara","87","19",15522,19.24,806.8
087035,087,"Piedimonte Etneo","87","19",3865,26.54,145.6
087036,087,"Raddusa","87","19",2751,23.39,117.6
087037,087,"Ramacca","87","19",10029,306.43,32.7
087038,087,"Randazzo","87","19",9959,205.61,48.4
087039,087,"Riposto","87","19",13901,13.26,1048.3
087040,087,"San Cono","87","19",2363,6.63,356.4
087041,087,"San Giovanni la Punta","87","19",24458,10.85,2254.2
087042,087,"San Gregorio di Catania","87","19",11518,5.62,2049.5
087043,087,"San Michele di Ganzaria","87","19",2807,25.81,108.8
087044,087,"San Pietro Clarenza","87","19",8372,6.27,1335.2
087045,087,"Sant'Agata li Battiati","87","19",9217,3.12,2954.2
087046,087,"Sant'Alfio","87","19",1521,25.86,58.8
087047,087,"Santa Maria di Licodia","87","19",7675,26.28,292
087048,087,"Santa Venerina","87","19",8487,19.03,446
087049,087,"Scordia","87","19",15885,24.31,653.4
087050,087,"Trecastagni","87","19",11396,19.16,594.8
087051,087,"Tremestieri Etneo","87","19",19172,6.49,2954.1
087052,087,"Valverde","87","19",7810,5.51,1417.4
087053,087,"Viagrande","87","19",8943,10.09,886.3
087054,087,"Vizzini","87","19",5636,126.75,44.5
087055,087,"Zafferana Etnea","87","19",9341,76.87,121.5
087056,087,"Mazzarrone","87","19",4010,34.78,115.3
087057,087,"Maniace","87","19",3739,37.7,99.2
087058,087,"Ragalna","87","19",4396,39.53,111.2
088001,088,"Acate","88","19",10657,102.47,104
088002,088,"Chiaramonte Gulfi","88","19",8045,127.37,63.2
088003,088,"Comiso","88","19",30437,65.4,465.4
088004,088,"Giarratana","88","19",2994,43.63,68.6
088005,088,"Ispica","88","19",16706,113.66,147
088006,088,"Modica","88","19",53622,292.38,183.4
088007,088,"Monterosso Almo","88","19",2705,56.55,47.8
088008,088,"Pozzallo","88","19",18958,15.42,1229.4
088009,088,"Ragusa","88","19",74122,444.71,166.7
088010,088,"Santa Croce Camerina","88","19",11649,41.09,283.5
088011,088,"Scicli","88","19",26920,138.73,194
088012,088,"Vittoria","88","19",66329,182.49,363.5
089001,089,"Augusta","89","19",34697,111.49,311.2
089002,089,"Avola","89","19",30683,74.59,411.4
089003,089,"Buccheri","89","19",1692,57.83,29.3
089004,089,"Buscemi","89","19",935,52.05,18
089005,089,"Canicattini Bagni","89","19",6482,15.06,430.4
089006,089,"Carlentini","89","19",16883,158.91,106.2
089007,089,"Cassaro","89","19",721,19.62,36.7
089008,089,"Ferla","89","19",2219,24.9,89.1
089009,089,"Floridia","89","19",20997,26.48,792.9
089010,089,"Francofonte","89","19",11484,74.2,154.8
089011,089,"Lentini","89","19",21022,216.78,97
089012,089,"Melilli","89","19",13127,136.48,96.2
089013,089,"Noto","89","19",24656,555.22,44.4
089014,089,"Pachino","89","19",22355,50.98,438.5
089015,089,"Palazzolo Acreide","89","19",7912,87.53,90.4
089016,089,"Rosolini","89","19",20655,76.47,270.1
089017,089,"Siracusa","89","19",115515,207.84,555.8
089018,089,"Solarino","89","19",7510,13.02,576.8
089019,089,"Sortino","89","19",7977,93.33,85.5
089020,089,"Portopalo di Capo Passero","89","19",3890,15.1,257.6
089021,089,"Priolo Gargallo","89","19",11038,56.95,193.8
090001,090,"Aggius","90","20",1378,86.3,16
090002,090,"AlÃ  dei Sardi","90","20",1745,197.99,8.8
090003,090,"Alghero","90","20",41765,225.91,184.9
090004,090,"Anela","90","20",553,36.89,15
090005,090,"Ardara","90","20",680,38.19,17.8
090006,090,"Arzachena","90","20",13456,230.97,58.3
090007,090,"Banari","90","20",508,21.25,23.9
090008,090,"Benetutti","90","20",1623,94.45,17.2
090009,090,"Berchidda","90","20",2604,201.88,12.9
090010,090,"Bessude","90","20",369,26.79,13.8
090011,090,"Bonnanaro","90","20",894,21.84,40.9
090012,090,"Bono","90","20",3232,74.46,43.4
090013,090,"Bonorva","90","20",3030,149.72,20.2
090014,090,"Bortigiadas","90","20",692,75.9,9.1
090015,090,"Borutta","90","20",244,4.76,51.3
090016,090,"Bottidda","90","20",627,33.72,18.6
090017,090,"BuddusÃ²","90","20",3487,176.84,19.7
090018,090,"Bultei","90","20",776,96.83,8
090019,090,"Bulzi","90","20",507,21.67,23.4
090020,090,"Burgos","90","20",817,18.16,45
090021,090,"Calangianus","90","20",3692,126.84,29.1
090022,090,"Cargeghe","90","20",590,12.05,49
090023,090,"Castelsardo","90","20",5624,43.34,129.8
090024,090,"Cheremule","90","20",378,24.25,15.6
090025,090,"Chiaramonti","90","20",1494,98.61,15.2
090026,090,"Codrongianos","90","20",1252,30.39,41.2
090027,090,"Cossoine","90","20",739,39.17,18.9
090028,090,"Esporlatu","90","20",360,18.4,19.6
090029,090,"Florinas","90","20",1459,36.06,40.5
090030,090,"Giave","90","20",471,47.07,10
090031,090,"Illorai","90","20",698,57.21,12.2
090032,090,"Ittireddu","90","20",457,23.69,19.3
090033,090,"Ittiri","90","20",7730,111.46,69.4
090034,090,"Laerru","90","20",806,19.85,40.6
090035,090,"La Maddalena","90","20",10449,51.74,202
090036,090,"Luogosanto","90","20",1838,135.07,13.6
090037,090,"Luras","90","20",2369,87.59,27
090038,090,"Mara","90","20",518,18.64,27.8
090039,090,"Martis","90","20",455,22.96,19.8
090040,090,"Monteleone Rocca Doria","90","20",105,13.39,7.8
090041,090,"Monti","90","20",2406,123.59,19.5
090042,090,"Mores","90","20",1663,94.85,17.5
090043,090,"Muros","90","20",822,11.23,73.2
090044,090,"Nughedu San NicolÃ²","90","20",710,67.89,10.5
090045,090,"Nule","90","20",1259,51.95,24.2
090046,090,"Nulvi","90","20",2572,67.38,38.2
090047,090,"Olbia","90","20",61739,384.41,160.6
090048,090,"Olmedo","90","20",4240,33.47,126.7
090049,090,"Oschiri","90","20",2885,215.61,13.4
090050,090,"Osilo","90","20",2732,98.03,27.9
090051,090,"Ossi","90","20",5344,30.09,177.6
090052,090,"Ozieri","90","20",9559,252.13,37.9
090053,090,"Padria","90","20",574,48.39,11.9
090054,090,"Palau","90","20",4058,44.59,91
090055,090,"Pattada","90","20",2763,164.88,16.8
090056,090,"Perfugas","90","20",2212,60.88,36.3
090057,090,"Ploaghe","90","20",4201,96.27,43.6
090058,090,"Porto Torres","90","20",20624,104.7,197
090059,090,"Pozzomaggiore","90","20",2286,78.77,29
090060,090,"Putifigari","90","20",658,53.1,12.4
090061,090,"Romana","90","20",457,21.6,21.2
090062,090,"Aglientu","90","20",1195,148.32,8.1
090063,090,"Santa Teresa Gallura","90","20",5144,102.59,50.1
090064,090,"Sassari","90","20",120231,547.08,219.8
090065,090,"Sedini","90","20",1183,40.51,29.2
090066,090,"Semestene","90","20",127,39.58,3.2
090067,090,"Sennori","90","20",6657,31.34,212.4
090068,090,"Siligo","90","20",734,43.45,16.9
090069,090,"Sorso","90","20",14394,67.01,214.8
090070,090,"Tempio Pausania","90","20",12878,210.82,61.1
090071,090,"Thiesi","90","20",2635,63.24,41.7
090072,090,"Tissi","90","20",2352,10.24,229.7
090073,090,"Torralba","90","20",854,36.51,23.4
090074,090,"TrinitÃ  d'Agultu e Vignola","90","20",2579,134.13,19.2
090075,090,"Tula","90","20",1425,66.19,21.5
090076,090,"Uri","90","20",2822,56.81,49.7
090077,090,"Usini","90","20",4120,30.74,134
090078,090,"Villanova Monteleone","90","20",2039,202.68,10.1
090079,090,"Valledoria","90","20",4321,25.45,169.8
090080,090,"Telti","90","20",2281,83.43,27.3
090081,090,"Badesi","90","20",1812,31.33,57.8
090082,090,"Viddalba","90","20",1570,50.41,31.1
090083,090,"Golfo Aranci","90","20",2373,37.64,63
090084,090,"Loiri Porto San Paolo","90","20",3929,118.44,33.2
090085,090,"Sant'Antonio di Gallura","90","20",1432,81.69,17.5
090086,090,"Tergu","90","20",612,36.88,16.6
090087,090,"Santa Maria Coghinas","90","20",1346,23.46,57.4
090088,090,"Erula","90","20",702,39.31,17.9
090089,090,"Stintino","90","20",1567,59.07,26.5
090090,090,"Padru","90","20",2130,157.99,13.5
090091,090,"Budoni","90","20",5685,56.33,100.9
090092,090,"San Teodoro","90","20",5224,105.13,49.7
091001,091,"Aritzo","91","20",1272,75.58,16.8
091002,091,"Arzana","91","20",2199,162.88,13.5
091003,091,"Atzara","91","20",974,35.92,27.1
091004,091,"Austis","91","20",711,50.81,14
091005,091,"Bari Sardo","91","20",3770,37.65,100.1
091006,091,"Baunei","91","20",3366,211.9,15.9
091007,091,"BelvÃ¬","91","20",529,18.1,29.2
091008,091,"Birori","91","20",481,17.33,27.8
091009,091,"Bitti","91","20",2476,215.28,11.5
091010,091,"Bolotana","91","20",2244,108.43,20.7
091011,091,"Borore","91","20",1902,42.68,44.6
091012,091,"Bortigali","91","20",1218,67.33,18.1
091016,091,"Desulo","91","20",1995,74.5,26.8
091017,091,"Dorgali","91","20",8238,226.58,36.4
091018,091,"Dualchi","91","20",559,23.41,23.9
091019,091,"Elini","91","20",555,10.73,51.7
091024,091,"Fonni","91","20",3552,112.27,31.6
091025,091,"Gadoni","91","20",638,43.43,14.7
091026,091,"Gairo","91","20",1272,77.54,16.4
091027,091,"GaltellÃ¬","91","20",2377,56.53,42
091028,091,"Gavoi","91","20",2404,38.06,63.2
091031,091,"Girasole","91","20",1369,13.16,104
091032,091,"Ilbono","91","20",1966,30.99,63.4
091033,091,"Irgoli","91","20",2194,75.3,29.1
091035,091,"Jerzu","91","20",2912,102.4,28.4
091037,091,"Lanusei","91","20",4881,53.26,91.6
091038,091,"Lei","91","20",433,19.11,22.7
091039,091,"Loceri","91","20",1345,19.39,69.4
091040,091,"Loculi","91","20",476,38.15,12.5
091041,091,"LodÃ¨","91","20",1455,123.11,11.8
091042,091,"Lotzorai","91","20",2122,16.93,125.3
091043,091,"Lula","91","20",1198,148.71,8.1
091044,091,"Macomer","91","20",8948,122.76,72.9
091046,091,"Mamoiada","91","20",2349,48.83,48.1
091047,091,"Meana Sardo","91","20",1518,73.8,20.6
091050,091,"Noragugume","91","20",269,26.73,10.1
091051,091,"Nuoro","91","20",32718,192.06,170.4
091055,091,"Oliena","91","20",6405,165.74,38.6
091056,091,"Ollolai","91","20",1129,27.24,41.4
091057,091,"Olzai","91","20",752,69.82,10.8
091058,091,"OnanÃ¬","91","20",337,72,4.7
091059,091,"Onifai","91","20",728,43.18,16.9
091060,091,"Oniferi","91","20",823,35.67,23.1
091061,091,"Orani","91","20",2576,130.43,19.8
091062,091,"Orgosolo","91","20",3803,222.6,17.1
091063,091,"Orosei","91","20",6838,90.98,75.2
091064,091,"Orotelli","91","20",1824,61.18,29.8
091066,091,"Ortueri","91","20",961,38.83,24.7
091067,091,"Orune","91","20",2022,128.45,15.7
091068,091,"Osidda","91","20",209,25.68,8.1
091069,091,"Osini","91","20",681,39.81,17.1
091070,091,"Ottana","91","20",2147,45.07,47.6
091071,091,"Ovodda","91","20",1429,40.85,35
091072,091,"Perdasdefogu","91","20",1689,77.74,21.7
091073,091,"Posada","91","20",3079,33.07,93.1
091077,091,"Sarule","91","20",1450,52.71,27.5
091083,091,"Silanus","91","20",1891,47.93,39.5
091084,091,"Sindia","91","20",1558,58.57,26.6
091085,091,"Siniscola","91","20",11139,196.64,56.6
091086,091,"Sorgono","91","20",1434,56.05,25.6
091088,091,"Talana","91","20",913,118.67,7.7
091089,091,"Tertenia","91","20",3834,117.68,32.6
091090,091,"Teti","91","20",561,43.8,12.8
091091,091,"Tiana","91","20",418,19.32,21.6
091093,091,"Tonara","91","20",1806,52.01,34.7
091094,091,"TorpÃ¨","91","20",2757,92.26,29.9
091095,091,"TortolÃ¬","91","20",10994,40.37,272.3
091097,091,"Triei","91","20",1060,32.98,32.1
091098,091,"Ulassai","91","20",1365,122.42,11.2
091099,091,"Urzulei","91","20",1024,129.63,7.9
091100,091,"Ussassai","91","20",432,47.32,9.1
091101,091,"Villagrande Strisaili","91","20",2834,210.35,13.5
091103,091,"Cardedu","91","20",2002,33.56,59.7
091104,091,"Lodine","91","20",292,7.7,37.9
092003,092,"Assemini","92","20",25575,118.17,216.4
092009,092,"Cagliari","92","20",145981,84.82,1721.1
092011,092,"Capoterra","92","20",23015,68.53,335.8
092015,092,"Decimomannu","92","20",8375,27.72,302.1
092037,092,"Maracalagonis","92","20",7885,101.37,77.8
092050,092,"Pula","92","20",7048,139.07,50.7
092051,092,"Quartu Sant'Elena","92","20",67869,96.53,703.1
092066,092,"Sarroch","92","20",4980,68.92,72.3
092068,092,"Selargius","92","20",28272,26.71,1058.5
092074,092,"Sestu","92","20",20630,48.26,427.5
092075,092,"Settimo San Pietro","92","20",6968,23.29,299.2
092080,092,"Sinnai","92","20",17447,223.93,77.9
092090,092,"Uta","92","20",8899,134.71,66.1
092099,092,"Villa San Pietro","92","20",2095,39.88,52.5
092105,092,"Quartucciu","92","20",12723,27.93,455.5
092108,092,"Elmas","92","20",9480,14.05,674.7
092109,092,"Monserrato","92","20",18624,6.43,2896.4
093001,093,"Andreis","93","6",243,26.95,9
093002,093,"Arba","93","6",1344,15.31,87.8
093004,093,"Aviano","93","6",8973,113.28,79.2
093005,093,"Azzano Decimo","93","6",15760,51.34,307
093006,093,"Barcis","93","6",225,103.41,2.2
093007,093,"Brugnera","93","6",9192,29.12,315.7
093008,093,"Budoia","93","6",2561,37.36,68.5
093009,093,"Caneva","93","6",6194,41.79,148.2
093010,093,"Casarsa della Delizia","93","6",8314,20.47,406.2
093011,093,"Castelnovo del Friuli","93","6",800,22.48,35.6
093012,093,"Cavasso Nuovo","93","6",1463,10.6,138
093013,093,"Chions","93","6",4991,33.45,149.2
093014,093,"Cimolais","93","6",343,100.85,3.4
093015,093,"Claut","93","6",855,165.9,5.2
093016,093,"Clauzetto","93","6",385,28.31,13.6
093017,093,"Cordenons","93","6",17701,56.34,314.2
093018,093,"Cordovado","93","6",2671,12.02,222.2
093019,093,"Erto e Casso","93","6",359,52.42,6.8
093020,093,"Fanna","93","6",1467,10.26,143
093021,093,"Fiume Veneto","93","6",11806,35.77,330.1
093022,093,"Fontanafredda","93","6",12952,46.4,279.1
093024,093,"Frisanco","93","6",599,60.99,9.8
093025,093,"Maniago","93","6",11444,69.46,164.8
093026,093,"Meduno","93","6",1480,31.59,46.9
093027,093,"Montereale Valcellina","93","6",4187,67.88,61.7
093028,093,"Morsano al Tagliamento","93","6",2754,32.53,84.7
093029,093,"Pasiano di Pordenone","93","6",7890,45.59,173.1
093030,093,"Pinzano al Tagliamento","93","6",1493,21.95,68
093031,093,"Polcenigo","93","6",3060,49.69,61.6
093032,093,"Porcia","93","6",14947,29.53,506.2
093033,093,"Pordenone","93","6",52744,38.21,1380.4
093034,093,"Prata di Pordenone","93","6",8353,22.96,363.8
093035,093,"Pravisdomini","93","6",3471,16.21,214.1
093036,093,"Roveredo in Piano","93","6",5760,15.93,361.6
093037,093,"Sacile","93","6",19947,32.74,609.3
093038,093,"San Giorgio della Richinvelda","93","6",4541,48.15,94.3
093039,093,"San Martino al Tagliamento","93","6",1517,17.98,84.4
093040,093,"San Quirino","93","6",4333,51.76,83.7
093041,093,"San Vito al Tagliamento","93","6",15293,60.87,251.2
093042,093,"Sequals","93","6",2212,27.7,79.9
093043,093,"Sesto al Reghena","93","6",6299,40.67,154.9
093044,093,"Spilimbergo","93","6",11799,71.88,164.1
093045,093,"Tramonti di Sopra","93","6",274,125.14,2.2
093046,093,"Tramonti di Sotto","93","6",335,85.55,3.9
093047,093,"Travesio","93","6",1809,28.38,63.7
093049,093,"Vito d'Asio","93","6",705,53.71,13.1
093050,093,"Vivaro","93","6",1350,37.68,35.8
093051,093,"Zoppola","93","6",8360,45.54,183.6
093052,093,"Vajont","93","6",1599,1.59,1005.7
093053,093,"Valvasone Arzene","93","6",3960,29.68,133.4
094001,094,"Acquaviva d'Isernia","94","14",346,13.51,25.6
094002,094,"Agnone","94","14",4545,96.85,46.9
094003,094,"Bagnoli del Trigno","94","14",607,36.8,16.5
094004,094,"Belmonte del Sannio","94","14",602,20.32,29.6
094005,094,"Cantalupo nel Sannio","94","14",726,15.64,46.4
094006,094,"Capracotta","94","14",742,42.54,17.4
094007,094,"Carovilli","94","14",1240,41.56,29.8
094008,094,"Carpinone","94","14",980,32.43,30.2
094009,094,"Castel del Giudice","94","14",306,14.81,20.7
094010,094,"Castelpetroso","94","14",1496,22.71,65.9
094011,094,"Castelpizzuto","94","14",135,15.39,8.8
094012,094,"Castel San Vincenzo","94","14",418,21.98,19
094013,094,"Castelverrino","94","14",87,6.2,14
094014,094,"Cerro al Volturno","94","14",1103,23.79,46.4
094015,094,"Chiauci","94","14",189,15.85,11.9
094016,094,"Civitanova del Sannio","94","14",863,50.47,17.1
094017,094,"Colli a Volturno","94","14",1253,25.25,49.6
094018,094,"Conca Casale","94","14",162,14.43,11.2
094019,094,"Filignano","94","14",564,30.88,18.3
094020,094,"ForlÃ¬ del Sannio","94","14",627,32.56,19.3
094021,094,"Fornelli","94","14",1778,23.17,76.7
094022,094,"Frosolone","94","14",2721,49.89,54.5
094023,094,"Isernia","94","14",20491,69.15,296.3
094024,094,"Longano","94","14",618,27.37,22.6
094025,094,"Macchia d'Isernia","94","14",1020,17.71,57.6
094026,094,"Macchiagodena","94","14",1655,34.35,48.2
094027,094,"Miranda","94","14",913,22.15,41.2
094028,094,"Montaquila","94","14",2218,25.45,87.2
094029,094,"Montenero Val Cocchiara","94","14",464,22.02,21.1
094030,094,"Monteroduni","94","14",2121,37.21,57
094031,094,"Pesche","94","14",1437,12.96,110.9
094032,094,"Pescolanciano","94","14",780,34.73,22.5
094033,094,"Pescopennataro","94","14",225,18.83,11.9
094034,094,"Pettoranello del Molise","94","14",451,15.58,28.9
094035,094,"Pietrabbondante","94","14",559,27.44,20.4
094036,094,"Pizzone","94","14",287,33.48,8.6
094037,094,"Poggio Sannita","94","14",513,25.74,19.9
094038,094,"Pozzilli","94","14",2163,34.66,62.4
094039,094,"Rionero Sannitico","94","14",941,29.21,32.2
094040,094,"Roccamandolfi","94","14",803,53.66,15
094041,094,"Roccasicura","94","14",460,28.6,16.1
094042,094,"Rocchetta a Volturno","94","14",1066,23.34,45.7
094043,094,"San Pietro Avellana","94","14",390,44.95,8.7
094044,094,"Sant'Agapito","94","14",1333,15.93,83.7
094045,094,"Santa Maria del Molise","94","14",645,17.2,37.5
094046,094,"Sant'Angelo del Pesco","94","14",300,15.59,19.2
094047,094,"Sant'Elena Sannita","94","14",298,14.08,21.2
094048,094,"Scapoli","94","14",559,18.94,29.5
094049,094,"Sessano del Molise","94","14",664,25.32,26.2
094050,094,"Sesto Campano","94","14",2134,35.38,60.3
094051,094,"Vastogirardi","94","14",574,60.7,9.5
094052,094,"Venafro","94","14",10645,46.39,229.5
095001,095,"Abbasanta","95","20",2539,39.85,63.7
095002,095,"Aidomaggiore","95","20",374,41.2,9.1
095003,095,"Albagiara","95","20",219,8.88,24.7
095004,095,"Ales","95","20",1229,22.45,54.7
095005,095,"Allai","95","20",333,27.36,12.2
095006,095,"Arborea","95","20",3701,94.84,39
095007,095,"Ardauli","95","20",738,20.53,35.9
095008,095,"Assolo","95","20",321,16.36,19.6
095009,095,"Asuni","95","20",295,21.34,13.8
095010,095,"Baradili","95","20",80,5.57,14.4
095011,095,"Baratili San Pietro","95","20",1194,6.1,195.7
095012,095,"Baressa","95","20",528,12.51,42.2
095013,095,"Bauladu","95","20",613,24.22,25.3
095014,095,"BidonÃ¬","95","20",112,11.72,9.6
095015,095,"Bonarcado","95","20",1521,28.41,53.5
095016,095,"Boroneddu","95","20",135,4.59,29.4
095017,095,"Busachi","95","20",1099,59.03,18.6
095018,095,"Cabras","95","20",8726,102.4,85.2
095019,095,"Cuglieri","95","20",2411,120.67,20
095020,095,"Fordongianus","95","20",797,39.48,20.2
095021,095,"Ghilarza","95","20",4038,55.46,72.8
095022,095,"Gonnoscodina","95","20",421,8.82,47.7
095023,095,"GonnosnÃ²","95","20",673,15.46,43.5
095024,095,"Gonnostramatza","95","20",777,17.64,44
095025,095,"Marrubiu","95","20",4499,61.23,73.5
095026,095,"Masullas","95","20",979,18.68,52.4
095027,095,"Milis","95","20",1394,18.67,74.7
095028,095,"Mogorella","95","20",388,17.06,22.7
095029,095,"Mogoro","95","20",3784,48.99,77.2
095030,095,"Morgongiori","95","20",597,45.2,13.2
095031,095,"Narbolia","95","20",1620,40.55,40
095032,095,"Neoneli","95","20",589,48.01,12.3
095033,095,"Norbello","95","20",1125,26.18,43
095034,095,"Nughedu Santa Vittoria","95","20",422,28.57,14.8
095035,095,"Nurachi","95","20",1660,15.97,103.9
095036,095,"Nureci","95","20",282,12.88,21.9
095037,095,"Ollastra","95","20",1067,21.47,49.7
095038,095,"Oristano","95","20",29888,84.71,352.8
095039,095,"Palmas Arborea","95","20",1494,39.33,38
095040,095,"Pau","95","20",271,13.82,19.6
095041,095,"Paulilatino","95","20",2038,103.85,19.6
095042,095,"Pompu","95","20",217,5.32,40.8
095043,095,"Riola Sardo","95","20",1955,48.11,40.6
095044,095,"Ruinas","95","20",569,30.46,18.7
095045,095,"Samugheo","95","20",2636,81.28,32.4
095046,095,"San NicolÃ² d'Arcidano","95","20",2396,28.36,84.5
095047,095,"Santa Giusta","95","20",4558,69.29,65.8
095048,095,"Villa Sant'Antonio","95","20",313,19.06,16.4
095049,095,"Santu Lussurgiu","95","20",2150,99.8,21.5
095050,095,"San Vero Milis","95","20",2414,72.5,33.3
095051,095,"Scano di Montiferro","95","20",1360,60.49,22.5
095052,095,"Sedilo","95","20",1919,68.45,28
095053,095,"Seneghe","95","20",1577,57.8,27.3
095054,095,"Senis","95","20",369,16.06,23
095055,095,"Sennariolo","95","20",153,15.63,9.8
095056,095,"Siamaggiore","95","20",848,13.17,64.4
095057,095,"Siamanna","95","20",735,28.36,25.9
095058,095,"Simala","95","20",281,13.38,21
095059,095,"Simaxis","95","20",2120,27.82,76.2
095060,095,"Sini","95","20",520,8.75,59.4
095061,095,"Siris","95","20",227,6,37.8
095062,095,"Solarussa","95","20",2191,31.86,68.8
095063,095,"Sorradile","95","20",333,26.34,12.6
095064,095,"Tadasuni","95","20",125,5.09,24.6
095065,095,"Terralba","95","20",9550,49.97,191.1
095066,095,"Tramatza","95","20",887,16.8,52.8
095067,095,"Tresnuraghes","95","20",1037,31.49,32.9
095068,095,"UlÃ  Tirso","95","20",447,18.85,23.7
095069,095,"Uras","95","20",2598,39.24,66.2
095070,095,"Usellus","95","20",664,35.06,18.9
095071,095,"Villanova Truschedu","95","20",283,16.61,17
095072,095,"Villaurbana","95","20",1439,58.7,24.5
095073,095,"Villa Verde","95","20",258,17.65,14.6
095074,095,"Zeddiani","95","20",1107,11.81,93.7
095075,095,"Zerfaliu","95","20",979,15.56,62.9
095076,095,"Siapiccia","95","20",334,17.93,18.6
095077,095,"Curcuris","95","20",289,7.18,40.3
095078,095,"SoddÃ¬","95","20",115,5.24,21.9
095079,095,"Bosa","95","20",7292,128.55,56.7
095080,095,"Flussio","95","20",386,6.87,56.2
095082,095,"Laconi","95","20",1589,124.75,12.7
095083,095,"Magomadas","95","20",594,9.07,65.5
095084,095,"Modolo","95","20",170,2.47,68.8
095085,095,"Montresta","95","20",434,31.16,13.9
095086,095,"Sagama","95","20",186,11.72,15.9
095087,095,"Suni","95","20",968,47.46,20.4
095088,095,"Tinnura","95","20",242,3.85,62.9
096001,096,"Ailoche","96","1",289,10.78,26.8
096002,096,"Andorno Micca","96","1",3014,11.89,253.5
096003,096,"Benna","96","1",1157,9.38,123.3
096004,096,"Biella","96","1",43356,46.69,928.6
096005,096,"Bioglio","96","1",888,18.85,47.1
096006,096,"Borriana","96","1",855,5.35,159.8
096007,096,"Brusnengo","96","1",1845,10.45,176.6
096008,096,"Callabiana","96","1",145,6.56,22.1
096009,096,"Camandona","96","1",321,9.2,34.9
096010,096,"Camburzano","96","1",1127,3.8,296.6
096012,096,"Candelo","96","1",7196,15.12,475.9
096013,096,"Caprile","96","1",191,11.6,16.5
096014,096,"Casapinta","96","1",365,2.86,127.6
096015,096,"Castelletto Cervo","96","1",758,14.9,50.9
096016,096,"CavagliÃ","96","1",3464,25.63,135.2
096018,096,"Cerrione","96","1",2750,27.99,98.2
096019,096,"Coggiola","96","1",1617,23.78,68
096020,096,"Cossato","96","1",13833,27.73,498.8
096021,096,"Crevacuore","96","1",1373,8.6,159.7
096023,096,"Curino","96","1",466,21.65,21.5
096024,096,"Donato","96","1",681,12.07,56.4
096025,096,"Dorzano","96","1",528,4.74,111.4
096026,096,"Gaglianico","96","1",3803,4.5,845.1
096027,096,"Gifflenga","96","1",104,2.26,46
096028,096,"Graglia","96","1",1440,20.14,71.5
096030,096,"Magnano","96","1",339,10.56,32.1
096031,096,"Massazza","96","1",581,11.61,50
096032,096,"Masserano","96","1",1895,27.07,70
096033,096,"Mezzana Mortigliengo","96","1",475,4.31,110.2
096034,096,"Miagliano","96","1",535,0.67,798.5
096035,096,"Mongrando","96","1",3555,16.5,215.5
096037,096,"Mottalciata","96","1",1272,18.39,69.2
096038,096,"Muzzano","96","1",551,6.1,90.3
096039,096,"Netro","96","1",895,12.57,71.2
096040,096,"Occhieppo Inferiore","96","1",3793,4.06,934.2
096041,096,"Occhieppo Superiore","96","1",2531,5.15,491.5
