codice_comune,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female
024091,977,5279,1970,4079,4147
024094,210,989,305,782,722
024095,626,3518,1489,2797,2836
024096,388,2241,873,1746,1756
024097,626,3322,1351,2649,2650
024098,1004,4493,1371,3504,3364
024099,308,1698,595,1336,1265
024100,4517,24383,10089,19283,19706
024101,215,1173,442,911,919
024102,473,2594,1069,2112,2024
024104,1820,8538,2641,6503,6496
024105,3086,15754,5490,11952,12378
024106,51,287,173,253,258
024107,655,3839,1366,2996,2864
024108,1383,7784,2650,5841,5976
024110,1020,5578,2053,4342,4309
024111,2874,15595,7332,12636,13165
024112,114,667,405,576,610
024113,291,1853,874,1523,1495
024115,225,1444,555,1100,1124
024116,12389,70063,28289,53662,57079
024117,215,1232,477,972,952
024118,715,3920,1371,3071,2935
024119,749,4122,1627,3172,3326
024120,176,879,278,687,646
024121,105,510,200,438,377
024122,820,4444,1586,3350,3500
024123,367,1942,763,1573,1499
024124,694,3953,1541,3101,3087
024125,512,2931,1424,2507,2360
024126,664,3858,1435,2946,3011
024127,422,2815,1330,2319,2248
024128,1061,5333,1819,4099,4114
025001,428,2466,1168,1930,2132
025003,95,634,335,522,542
025004,181,1214,779,1063,1111
025005,231,1810,941,1467,1515
025006,3706,21764,10029,17070,18429
025007,67,523,200,403,387
025008,171,1006,622,883,916
025010,113,715,374,597,605
025011,426,2421,1107,2008,1946
025012,93,741,410,626,618
025013,24,183,116,157,166
025014,27,222,90,171,168
025015,186,1258,606,1007,1043
025016,413,3293,1693,2555,2844
025017,33,251,137,216,205
025018,198,1340,697,1093,1142
025019,132,1059,543,844,890
025021,2200,12446,5954,10101,10499
025022,293,1691,982,1478,1488
025023,101,622,322,515,530
025025,32,270,209,267,244
025026,244,1399,933,1253,1323
025027,99,635,306,536,504
025029,686,3418,1351,2722,2733
025030,127,764,327,591,627
025032,54,287,186,261,266
025033,98,737,377,597,615
025035,18,156,85,135,124
025036,436,2629,1256,2106,2215
025037,34,234,91,182,177
025039,319,2172,1097,1773,1815
025040,820,4937,2146,3905,3998
025043,52,349,191,306,286
025044,97,659,363,559,560
025045,153,1004,425,801,781
025046,49,230,89,188,180
025047,124,859,429,724,688
025048,719,4087,1815,3215,3406
025049,55,351,187,300,293
025050,203,1315,758,1081,1195
025051,219,1172,534,914,1011
025053,1188,6526,2420,4989,5145
025054,44,297,163,254,250
025055,220,1400,703,1179,1144
025056,345,1918,867,1554,1576
025057,28,240,94,177,185
025058,111,709,467,636,651
025059,195,1070,445,866,844
025060,109,758,394,644,617
025062,42,269,147,213,245
025063,166,1055,591,880,932
025065,105,749,468,655,667
025066,75,500,247,409,413
025067,65,470,250,376,409
025069,6,96,73,90,85
025071,431,3120,1431,2437,2545
025072,702,4041,1836,3322,3257
025073,221,1512,975,1349,1359
025074,1455,8376,3789,6764,6856
025075,691,3781,1480,3054,2898
026001,998,4573,1517,3505,3583
026002,558,2930,988,2257,2219
026003,1120,5868,1929,4514,4403
026004,742,3934,1295,3013,2958
026005,899,5063,1680,3804,3838
026006,993,4875,1951,3854,3965
026007,553,2870,1239,2303,2359
026008,1291,7144,2804,5561,5678
026009,1567,8633,2867,6436,6631
026010,1359,7461,2605,5641,5784
026011,315,1485,517,1154,1163
026012,3671,20971,8599,16276,16965
026013,903,4319,1676,3438,3460
026014,329,1870,742,1459,1482
026015,535,2482,818,1943,1892
026016,435,2161,741,1724,1613
026017,419,2135,810,1701,1663
026018,253,1507,651,1177,1234
026019,635,3290,1321,2704,2542
026020,556,3114,1302,2463,2509
026021,3812,21164,9699,16759,17916
026022,690,4341,1753,3341,3443
026023,733,3809,1475,2992,3025
026025,820,3650,1604,2983,3091
026026,1114,5290,2093,4171,4326
026027,387,2228,999,1751,1863
026028,691,3492,1376,2755,2804
026029,815,3892,1356,3125,2938
026030,248,1644,846,1357,1381
026031,677,3470,1679,2959,2867
026032,659,3285,1166,2593,2517
026033,710,3688,1616,2979,3035
026034,492,2492,992,2026,1950
026035,1221,5982,1885,4707,4381
026036,1311,6071,1839,4752,4469
026037,689,3133,1028,2499,2351
026038,1087,6038,2228,4715,4638
026039,672,3064,1358,2509,2585
026040,1096,5972,2081,4516,4633
026041,384,1919,669,1481,1491
026042,328,1817,833,1481,1497
026043,2963,17500,7682,13891,14254
026044,613,2746,1073,2188,2244
026045,129,773,398,640,660
026046,3722,19843,7579,15232,15912
026047,566,2904,1043,2264,2249
026048,389,1798,670,1445,1412
026049,1241,6761,2520,5180,5342
026050,747,4062,1786,3293,3302
026051,2285,12988,5075,10074,10274
026052,637,2794,1049,2241,2239
026053,408,2313,999,1818,1902
026055,2793,14332,5059,10988,11196
026056,828,4570,1859,3647,3610
026057,1344,7306,2802,5682,5770
026058,1058,5384,1889,4208,4123
026059,1646,8506,2875,6407,6620
026060,90,457,200,372,375
026061,291,1449,559,1190,1109
026062,686,3333,1124,2578,2565
026063,1833,10543,4362,8270,8468
026064,1292,6318,2483,4979,5114
026065,182,1031,484,853,844
026066,1276,6221,1843,4678,4662
026067,216,1300,583,1055,1044
026068,1389,7168,2364,5517,5404
026069,1720,9295,3577,7247,7345
026070,811,4252,1460,3287,3236
026071,1529,7972,3130,6350,6281
026072,841,4386,1616,3441,3402
026073,533,3119,1480,2472,2660
026074,538,3095,1162,2478,2317
026075,1147,5915,1994,4553,4503
026076,1070,6168,2442,4758,4922
026077,982,4807,1529,3774,3544
026078,300,1846,814,1479,1481
026079,195,1095,514,914,890
026080,758,3874,1513,3098,3047
026081,1174,6559,2726,5083,5376
026082,1553,8147,2700,6171,6229
026083,1404,7460,2834,5873,5825
026084,410,2470,1239,2036,2083
026085,1335,6904,2437,5390,5286
026086,9592,53366,23155,41900,44213
026087,1076,6041,2755,4837,5035
026088,820,4296,1558,3349,3325
026089,2229,10667,3662,8330,8228
026090,438,2243,878,1753,1806
026091,1806,11058,4699,8574,8989
026092,2770,16321,8151,13308,13934
026093,1234,6322,2433,4947,5042
026094,221,1145,399,850,915
026095,1564,7737,2394,5815,5880
026096,798,4152,1626,3229,3347
027001,489,2555,873,2028,1889
027002,825,4459,1832,3503,3613
027003,1298,6803,2597,5348,5350
027004,1497,8457,3025,6346,6633
027005,980,6827,3171,5311,5667
027006,1146,7467,4117,6335,6395
027007,754,4066,1430,3130,3120
027008,4499,29028,13424,23269,23682
027009,350,1963,859,1560,1612
027010,249,1710,808,1393,1374
027011,1088,6215,2909,5003,5209
027012,1611,9263,4119,7314,7679
027013,1217,7345,3258,5852,5968
027014,1133,5598,1971,4272,4430
027015,523,2675,1053,2085,2166
027016,601,3449,1697,2782,2965
027017,851,4621,1646,3489,3629
027018,282,1646,772,1312,1388
027019,2850,17462,6808,13154,13966
027020,2159,11463,4042,8824,8840
027021,2274,13185,5725,10352,10832
027022,680,3856,1619,3112,3043
027023,3948,23591,9926,18433,19032
027024,2887,16455,7772,13239,13875
027025,1297,7414,2696,5719,5688
027026,1801,10245,4179,7896,8329
027027,894,4459,1662,3483,3532
027028,1452,8125,2728,6087,6218
027029,2528,14750,7023,11701,12600
027030,617,3095,1009,2346,2375
027031,895,5110,2007,3922,4090
027032,1391,8009,3368,6317,6451
027033,4766,26918,10577,20408,21853
027034,1060,6830,3439,5534,5795
027035,2038,11754,3696,8703,8785
027036,1524,7896,3306,6325,6401
027037,2143,12073,4780,9478,9518
027038,3091,17325,7517,13503,14430
027039,834,4730,1942,3699,3807
027040,256,1383,585,1133,1091
027041,542,3047,1164,2368,2385
027042,25932,151875,71578,121434,127951
027043,1106,6447,2261,4833,4981
027044,1286,8174,3645,6389,6716
028001,2159,12312,6008,9805,10674
028002,341,2058,776,1554,1621
028003,3666,17603,6332,13369,14232
028004,381,2472,1223,2039,2037
028005,195,1067,519,886,895
028006,212,1373,504,1046,1043
028007,577,3095,1169,2412,2429
028008,322,2106,933,1704,1657
028009,291,1821,912,1523,1501
028010,37,365,165,292,275
028011,363,2407,1099,1930,1939
028012,221,1464,677,1201,1161
028013,1197,6116,1771,4563,4521
028014,370,2141,883,1712,1682
028015,851,4713,1614,3573,3605
028016,1838,9697,4228,7661,8102
028017,1951,9936,3241,7492,7636
028018,301,1861,565,1424,1303
028019,1456,7686,2736,5934,5944
028020,660,3470,1417,2787,2760
028021,207,1358,577,1115,1027
028023,936,4758,1852,3808,3738
028026,477,3010,1077,2285,2279
028027,573,2886,1178,2329,2308
028028,524,3322,1447,2625,2668
028029,167,877,399,715,728
028030,580,3671,1306,2782,2775
028031,165,1167,552,964,920
028032,2338,12707,5002,9831,10216
028033,713,4130,1437,3206,3074
028034,1167,6198,2628,4893,5100
028035,492,3392,1389,2694,2579
028036,877,4610,1663,3573,3577
028037,1498,9727,4631,7667,8189
028038,1022,5156,1916,4068,4026
028039,872,4604,1689,3604,3561
028040,427,2706,1138,2115,2156
028041,597,2826,872,2155,2140
028042,564,2825,1046,2237,2198
028043,208,1245,420,913,960
028044,1207,6243,2114,4780,4784
028045,915,5383,1939,4084,4153
028046,1099,5114,1512,3931,3794
028047,317,1913,846,1534,1542
028048,1044,6107,2110,4621,4640
028049,244,1123,456,886,937
028050,789,4199,1124,3111,3001
028052,189,1118,514,913,908
028053,210,1546,765,1246,1275
028054,1532,8033,2388,5904,6049
028055,1684,10620,4738,8332,8710
028056,988,5621,2584,4492,4701
028057,1193,7166,3269,5586,6042
028058,1281,7441,2546,5548,5720
028059,597,3569,1412,2771,2807
028060,21797,130100,56305,100717,107485
028061,435,2330,989,1897,1857
028062,125,813,347,651,634
028063,1322,6893,2859,5522,5552
028064,1262,6132,2156,4838,4712
028065,2260,12952,5079,9904,10387
028066,443,2265,720,1672,1756
028067,292,1521,602,1231,1184
028068,432,2297,969,1867,1831
028069,1327,8353,3470,6382,6768
028070,341,2123,991,1706,1749
028071,611,3163,1089,2448,2415
028072,2088,11053,4102,8352,8891
028073,578,3142,1309,2528,2501
028075,1295,6664,2133,5074,5018
028076,870,3992,1445,3192,3115
028077,1714,8542,3063,6630,6689
028078,427,2627,1053,2031,2076
028079,336,1986,660,1508,1474
028080,894,4549,1696,3621,3518
028082,804,4796,1747,3632,3715
028083,319,1657,538,1225,1289
028084,179,1186,549,969,945
028085,1254,7242,2381,5389,5488
028086,2410,14425,6096,11074,11857
028087,717,4167,1828,3355,3357
028088,446,2522,1197,2065,2100
028089,909,5568,2453,4392,4538
028090,322,1821,573,1391,1325
028091,952,5360,1872,4059,4125
028092,597,3757,1675,3008,3021
028093,1632,8582,2754,6524,6444
028094,432,2747,1040,2152,2067
028095,223,1249,544,1030,986
028096,607,3337,868,2446,2366
028097,175,1035,436,835,811
028099,1433,8631,3217,6558,6723
028100,2825,15182,5458,11552,11913
028101,728,3565,1324,2858,2759
028102,163,1264,594,1034,987
028103,1344,6965,2271,5195,5385
028104,786,4027,1327,3071,3069
028105,360,1977,874,1606,1605
028106,987,5868,2119,4498,4476
028107,776,4530,1739,3565,3480
028108,239,1500,580,1175,1144
029001,1815,11500,5563,9319,9559
029002,289,2184,1284,1825,1932
029003,246,1614,718,1292,1286
029004,1091,6573,2714,5199,5179
029005,111,713,379,629,574
029006,222,1393,725,1146,1194
029007,137,937,338,725,687
029008,62,410,227,365,334
029009,250,1543,776,1272,1297
029010,77,496,239,397,415
029011,179,841,490,795,715
029012,484,2398,1144,1972,2054
029013,315,1531,742,1288,1300
029014,161,941,471,800,773
029015,331,2092,954,1656,1721
029017,234,1356,656,1089,1157
029018,256,1390,774,1183,1237
029019,185,1033,569,883,904
029021,161,1261,777,1060,1139
029022,389,2374,1119,1935,1947
029023,114,779,433,657,669
029024,202,1491,752,1156,1289
029025,79,536,317,462,470
029026,125,885,408,718,700
029027,208,1270,605,1057,1026
029028,118,702,280,541,559
029029,1241,7046,3251,5785,5753
029030,265,1943,969,1604,1573
029031,324,1993,879,1597,1599
029032,180,1034,490,844,860
029033,1310,7584,3128,5853,6169
029034,127,832,449,690,718
029035,110,821,461,707,685
029036,107,649,306,543,519
029037,332,2325,1019,1876,1800
029038,269,1443,510,1133,1089
029039,711,4960,2936,4210,4397
029040,546,3810,1687,3047,2996
029041,4799,30975,14220,24434,25560
029042,99,580,348,484,543
029043,128,646,301,545,530
029044,391,2375,1040,1895,1911
029045,305,1802,912,1503,1516
029046,731,4737,2368,3893,3943
029047,255,1517,833,1274,1331
029048,408,2803,1429,2312,2328
029049,105,697,310,554,558
029050,197,1208,528,982,951
029051,106,537,233,460,416
029052,1328,8527,3820,6773,6902
030001,190,1244,652,1001,1085
030002,91,560,203,426,428
030003,69,506,302,448,429
030004,255,1892,977,1527,1597
030005,176,1195,600,984,987
030006,304,1735,859,1405,1493
030007,140,990,534,813,851
030008,351,2088,964,1674,1729
030009,585,3146,1417,2558,2590
030010,233,1368,729,1145,1185
030011,172,1097,464,867,866
030012,50,438,201,337,352
030013,611,3880,1845,3075,3261
030014,390,2419,1089,1947,1951
030015,172,866,470,756,752
030016,928,4806,2098,3863,3969
030018,236,1573,797,1286,1320
030019,289,1672,826,1367,1420
030020,349,2286,1047,1789,1893
030021,107,566,286,469,490
030022,59,353,192,305,299
030023,1503,8657,3583,6859,6884
030024,100,441,166,334,373
030025,35,356,191,306,276
030026,985,6602,3217,5192,5612
030027,1783,9618,4320,7777,7944
030028,234,1300,650,1073,1111
030029,25,219,178,214,208
030030,336,1867,896,1525,1574
030031,168,1194,615,974,1003
030032,210,1324,687,1077,1144
030033,9,75,64,75,73
030034,0,42,46,47,41
030035,108,721,402,614,617
030036,252,1653,826,1389,1342
030037,645,3657,1774,3018,3058
030039,125,704,284,549,564
030040,37,276,182,259,236
030041,72,501,317,453,437
030042,37,304,177,252,266
030043,1059,6183,3174,4989,5427
030044,456,2780,1316,2241,2311
030045,22,160,117,152,147
030046,1414,8199,3549,6346,6816
030047,51,353,222,320,306
030048,363,2132,1074,1777,1792
030049,682,4423,1868,3445,3528
030051,34,352,225,303,308
030052,237,1352,643,1117,1115
030053,561,3436,1706,2731,2972
030054,97,520,271,466,422
030055,618,3776,1881,3073,3202
030056,134,974,569,822,855
030057,780,4413,1642,3305,3530
030058,261,1479,757,1253,1244
030059,128,908,553,789,800
030060,155,997,415,786,781
030061,41,286,167,254,240
030062,466,3101,1272,2334,2505
030063,252,1440,700,1181,1211
030064,219,1421,680,1147,1173
030065,260,1542,826,1309,1319
030066,296,1763,744,1410,1393
030067,116,965,605,857,829
030068,559,3085,1436,2488,2592
030069,263,1770,860,1422,1471
030070,551,3222,1509,2552,2730
030071,171,1057,664,942,950
030072,1003,5656,2632,4504,4787
030073,210,1375,693,1149,1129
030074,558,3296,1612,2700,2766
030075,183,1419,685,1151,1136
030076,121,749,422,644,648
030077,213,1443,769,1193,1232
030078,569,3241,1577,2676,2711
030079,784,4274,1833,3384,3507
030080,387,2177,972,1709,1827
030081,65,433,298,410,386
030082,125,925,414,735,729
030083,391,2416,1112,1907,2012
030084,24,141,82,122,125
030085,48,418,230,349,347
030086,64,474,294,418,414
030087,266,1751,826,1413,1430
030088,42,261,194,262,235
030089,43,241,141,217,208
030090,450,2878,1395,2330,2393
030091,694,3740,1470,2866,3038
030092,76,485,343,463,441
030093,28,138,100,133,133
030094,19,176,159,184,170
030095,211,1505,684,1173,1227
030097,185,1195,559,962,977
030098,272,1692,838,1378,1424
030099,745,4902,2262,3838,4071
030100,752,4396,2137,3650,3635
030101,621,3772,1602,3066,2929
030102,80,616,325,534,487
030103,185,1279,605,1022,1047
030104,256,1376,671,1117,1186
030105,123,734,366,616,607
030106,205,1023,440,814,854
030107,34,230,111,185,190
030108,7,184,158,181,168
030109,415,2230,1050,1859,1836
030110,52,523,271,435,411
030111,13,162,114,160,129
030112,131,718,342,587,604
030113,31,312,186,271,258
030114,390,2319,1112,1897,1924
030116,938,5348,2600,4303,4583
030117,327,2325,1198,1949,1901
030118,1662,9112,3809,6972,7611
030120,300,1681,724,1320,1385
030121,947,5906,2785,4599,5039
030122,181,1231,631,1003,1040
030123,203,1501,868,1272,1300
030124,192,1214,654,1027,1033
030126,161,1010,553,827,897
030127,822,4622,2161,3659,3946
030128,150,865,499,755,759
030129,10450,61096,26955,46784,51717
030130,228,1586,791,1331,1274
030131,160,1191,590,973,968
030132,67,496,271,428,406
030133,239,1326,588,1009,1144
030135,121,530,187,412,426
030136,41,321,173,267,268
030137,145,974,548,829,838
030138,84,667,354,544,561
030188,630,3963,1716,3189,3120
030189,149,760,392,650,651
030190,666,3803,1782,3077,3174
030191,61,378,215,337,317
031001,143,961,462,748,818
031002,644,4143,2214,3321,3680
031003,102,793,398,628,665
031004,13,175,97,154,131
031005,163,1052,466,831,850
031006,292,1857,817,1445,1521
031007,3353,20634,9692,16624,17055
031008,664,3830,1900,3063,3331
031009,582,4296,2576,3594,3860
031010,125,909,444,727,751
031011,114,568,274,480,476
031012,4542,19364,6861,16157,14610
031013,76,433,213,344,378
031014,158,920,434,740,772
031015,322,2220,1014,1766,1790
031016,1317,7425,3117,5821,6038
031017,185,1328,619,1041,1091
031018,640,3784,1624,3000,3048
031019,69,412,237,353,365
031020,137,911,431,733,746
031021,185,1187,542,985,929
031022,159,1044,475,867,811
031023,770,4421,1939,3539,3591
031024,257,1827,700,1374,1410
031025,158,1035,472,827,838
032001,681,4805,2699,3964,4221
032002,76,493,267,439,397
032003,1151,7243,4233,6122,6505
032004,559,3368,1695,2782,2840
032005,186,1104,658,957,991
032006,20441,121362,56819,95985,102637
033001,203,1282,569,1015,1039
033002,572,2958,1255,2382,2403
033003,91,611,234,498,438
033004,201,1518,908,1367,1260
033005,256,1891,1197,1599,1745
033006,1080,5353,1872,4234,4071
033007,777,3890,1449,3029,3087
033008,282,1597,586,1246,1219
033010,610,2994,1193,2437,2360
033011,895,4911,1969,3875,3900
033012,469,2909,1334,2304,2408
033013,1962,9143,3297,7270,7132
033014,588,3459,1383,2714,2716
033015,3,47,59,63,46
033016,77,482,318,467,410
033017,28,271,202,259,242
033018,640,2958,1159,2496,2261
033019,47,502,495,529,515
033020,51,532,498,594,487
033021,1761,9496,3791,7442,7606
033022,200,1408,593,1132,1069
033023,665,3723,1307,2817,2878
033024,602,2922,991,2227,2288
033025,168,1244,761,1117,1056
033026,407,2320,1200,1982,1945
033027,625,3206,1392,2622,2601
033028,63,390,396,444,405
033030,14,203,173,229,161
033032,12883,65043,25811,50520,53217
033033,235,1316,628,1078,1101
033034,41,348,192,309,272
033035,1079,5727,2239,4485,4560
033036,478,2842,1374,2307,2387
033037,901,4253,1565,3327,3392
033038,733,4607,1832,3533,3639
033039,1607,8015,2698,6056,6264
033040,626,3590,1370,2771,2815
033041,63,482,194,381,358
033042,418,1992,698,1630,1478
033043,186,1270,709,1081,1084
033044,175,1188,666,1037,992
033045,471,2801,1052,2194,2130
033046,145,1038,483,847,819
033047,4,32,30,36,30
033048,246,1606,698,1330,1220
033049,223,1628,1076,1501,1426
034001,184,1173,681,1016,1022
034002,156,1027,764,993,954
034003,293,1686,1124,1536,1567
034004,147,1048,722,1019,898
034005,23,315,281,317,302
034006,672,4056,2008,3334,3402
034007,875,4270,1757,3470,3432
034008,270,1391,522,1143,1040
034009,1899,9576,3436,7366,7545
034010,1217,6038,1919,4628,4546
034011,100,615,332,527,520
034012,142,973,664,933,846
034013,1101,6009,2168,4635,4643
034014,3704,17351,6518,13478,14095
034015,890,4477,1728,3610,3485
034016,671,3592,1266,2782,2747
034017,705,3809,1525,2985,3054
