codice_comune,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female
043024,929,5415,2682,4381,4645
043025,496,2508,1241,2098,2147
043026,787,4123,1784,3316,3378
043027,7,61,32,51,49
043028,1058,4715,1597,3660,3710
043029,373,2092,839,1626,1678
043030,392,2090,898,1696,1684
043031,955,4555,1901,3689,3722
043032,59,401,208,342,326
043033,1202,6150,2421,4901,4872
043034,83,469,234,384,402
043035,74,492,335,437,464
043036,222,1062,537,914,907
043038,119,746,339,602,602
043039,77,533,305,456,459
043040,10,105,80,91,104
043041,726,3789,1634,3052,3097
043042,1630,8255,2849,6557,6177
043043,1748,9642,4080,7561,7909
043044,2305,12712,5541,10005,10553
043045,95,499,203,391,406
043046,300,1739,1008,1534,1513
043047,1293,6993,3507,5803,5990
043048,110,726,383,592,627
043049,328,1816,914,1531,1527
043050,45,250,130,238,187
043051,80,528,240,428,420
043052,94,606,335,553,482
043053,1832,10592,5015,8475,8964
043054,1025,5529,2448,4532,4470
043055,208,1453,702,1178,1185
043056,21,212,99,163,169
043057,80,530,310,443,477
043058,90,523,270,452,431
044001,198,1356,857,1222,1189
044002,372,2253,961,1771,1815
044005,188,944,509,798,843
044006,63,498,349,473,437
044007,4319,27149,13725,22014,23179
044010,83,629,330,534,508
044011,1126,5250,2036,4144,4268
044012,271,1447,793,1252,1259
044013,252,1414,608,1119,1155
044014,477,2302,902,1845,1836
044015,349,1838,732,1484,1435
044016,65,512,302,430,449
044017,604,3255,1484,2615,2728
044020,997,5471,2181,4342,4307
044021,83,619,378,546,534
044023,1838,10050,4025,7684,8229
044027,223,1336,614,1069,1104
044029,160,984,465,837,772
044031,504,2819,1056,2202,2177
044032,161,1019,634,857,957
044034,30,249,164,244,199
044036,181,1145,620,943,1003
044038,17,192,155,205,159
044044,46,296,176,258,260
044045,1777,8473,2861,6549,6562
044054,433,2667,1469,2232,2337
044056,3,94,53,66,84
044063,444,2439,1222,2054,2051
044064,212,1038,566,922,894
044065,52,444,268,391,373
044066,4780,29198,12998,22326,24650
044071,828,4666,1665,3505,3654
044073,194,1062,606,928,934
045001,1232,6778,2905,5344,5571
045002,111,921,654,833,853
045003,5676,36757,17290,29100,30623
045004,62,466,373,438,463
045005,45,355,236,316,320
045006,207,1250,690,1067,1080
045007,519,3735,2632,3384,3502
045008,415,2777,1388,2255,2325
045009,493,2900,1313,2336,2370
045010,6398,40357,18792,31937,33610
045011,1002,6284,2764,4884,5166
045012,184,1318,767,1140,1129
045013,213,1380,560,1087,1066
045014,628,3952,2287,3313,3554
045015,187,1078,615,947,933
045016,486,2940,1375,2483,2318
045017,47,442,401,445,445
046001,2180,10660,3346,8042,8144
046002,485,3240,1751,2741,2735
046003,946,5562,2785,4619,4674
046004,659,4086,1938,3297,3386
046005,3066,19893,8804,15373,16390
046006,149,1170,663,980,1002
046007,5431,29223,12085,23252,23487
046008,36,271,180,251,236
046009,609,3364,1632,2700,2905
046010,172,1001,512,843,842
046011,483,3235,1357,2549,2526
046013,539,3724,2287,3009,3541
046014,52,322,179,262,291
046015,367,2219,1006,1827,1765
046017,9400,55248,23816,42924,45540
046018,2213,13878,5691,10736,11046
046019,113,928,672,836,877
046020,65,575,313,473,480
046021,481,2711,1151,2109,2234
046022,257,1909,988,1580,1574
046023,131,1212,688,977,1054
046024,2062,13697,6919,10736,11942
046025,193,1337,654,1089,1095
046026,1138,5715,2055,4402,4506
046027,122,795,378,640,655
046028,1182,7488,3614,5856,6428
046030,227,1730,826,1405,1378
046031,48,418,295,412,349
046033,6056,37434,17190,29180,31500
046034,164,870,426,733,727
046035,110,674,371,584,571
046036,49,410,236,357,338
046037,63,570,332,466,499
047002,2182,11347,4455,8857,9127
047003,894,5523,2321,4245,4493
047005,785,4620,1955,3605,3755
047006,671,3909,1761,3100,3241
047007,310,2066,977,1737,1616
047008,846,4765,2141,3703,4049
047009,2359,13091,5413,10131,10732
047010,1110,6333,3020,5146,5317
047011,2504,13561,5740,10500,11305
047012,2112,12025,5076,9359,9854
047013,921,5887,2427,4497,4738
047014,9442,54412,25240,43088,46006
047016,1014,5600,2279,4371,4522
047017,3255,17184,6589,13283,13745
047018,124,841,441,744,662
047020,1379,7364,3087,5840,5990
047021,686,3666,1294,2743,2903
047022,561,2955,1103,2284,2335
047023,136,1041,657,911,923
047024,550,4214,2646,3562,3848
048001,2597,14633,7576,11771,13035
048002,1311,6903,2767,5473,5508
048004,2141,11345,4926,9008,9404
048005,2119,11099,4790,8843,9165
048006,5861,31144,10430,23602,23833
048008,953,5024,1827,3833,3971
048010,2159,10726,4603,8631,8857
048011,1138,6842,2679,5184,5475
048012,1651,9813,4267,7824,7907
048013,584,3582,1444,2911,2699
048014,5376,32280,11870,24191,25335
048015,1502,8166,4074,6626,7116
048017,38811,225777,97037,171535,190090
048018,426,2615,1403,2253,2191
048019,2538,14652,5729,11315,11604
048020,527,3067,1278,2381,2491
048021,1422,8248,3695,6620,6745
048022,1494,8475,4217,6832,7354
048024,2270,12687,4923,9883,9997
048025,172,1174,502,939,909
048026,282,1539,987,1423,1385
048027,361,2056,1016,1688,1745
048028,1707,9229,3336,6925,7347
048030,1415,8355,3427,6512,6685
048031,99,612,384,579,516
048032,873,4975,2118,3986,3980
048033,2235,11926,5961,9933,10189
048035,1881,10207,4467,8205,8350
048036,942,5307,2262,4238,4273
048037,694,4393,2016,3509,3594
048038,1711,9731,4846,7845,8443
048039,87,696,332,591,524
048041,5230,29951,13954,23547,25588
048043,5606,30098,13533,23533,25704
048044,2305,12428,4257,9345,9645
048046,556,3321,1494,2692,2679
048049,848,5169,2147,4150,4014
048050,1483,9223,3868,7180,7394
048052,2554,14377,6360,11399,11892
048053,1317,7493,3133,5921,6022
048054,1302,7397,3284,5985,5998
049001,361,1923,888,1613,1559
049002,1125,7392,3718,5914,6321
049003,439,2933,1257,2326,2303
049004,419,2507,1044,1974,1996
049005,19,211,117,186,161
049006,924,5279,2436,4274,4365
049007,2944,17156,7922,13434,14588
049008,1840,10254,4296,8034,8356
049009,16084,93523,42844,73718,78733
049010,170,1217,662,998,1051
049011,143,1124,585,913,939
049012,2922,19402,10050,15922,16452
049013,368,2454,865,1906,1781
049014,1258,7323,3167,5744,6004
049017,2806,18221,9076,14631,15472
049018,590,3651,2101,2997,3345
049019,66,356,132,278,276
049020,280,1719,903,1436,1466
049021,268,2065,1094,1743,1684
050001,1177,5574,1930,4207,4474
050002,576,3415,1541,2725,2807
050003,705,3802,1756,3036,3227
050004,1652,8312,2860,6283,6541
050005,778,3956,1605,3110,3229
050006,101,618,328,531,516
050008,5337,28209,11270,21794,23022
050009,1693,8789,3270,6946,6806
050010,195,1216,537,980,968
050011,241,1133,681,1024,1031
050012,106,738,432,646,630
050014,392,2272,991,1812,1843
050015,105,718,378,582,619
050016,109,718,425,625,627
050019,175,978,536,833,856
050020,257,1383,552,1097,1095
050021,81,468,220,373,396
050022,1425,7150,2686,5578,5683
050023,65,381,189,295,340
050024,503,2841,1218,2172,2390
050025,481,2829,1325,2253,2382
050026,9285,57222,23639,43991,46155
050027,535,2889,1830,2578,2676
050028,1966,10087,3640,7711,7982
050029,3778,18822,7428,14933,15095
050030,184,1113,395,880,812
050031,3157,19177,8533,15161,15706
050032,3216,17375,7178,13594,14175
050033,2216,9625,3273,7692,7422
050034,131,975,474,777,803
050035,1708,8691,3074,6696,6777
050036,476,2757,1140,2150,2223
050037,1198,7287,3337,5736,6086
050038,987,5400,2195,4159,4423
050039,778,5553,3031,4585,4777
050040,1324,7517,3269,5991,6119
050041,586,3328,1425,2637,2702
051001,562,3096,1685,2621,2722
051002,10457,60013,26036,47177,49329
051003,75,494,372,499,442
051004,1305,7483,3183,6022,5949
051005,1110,6183,2613,4891,5015
051006,572,3267,1364,2552,2651
051007,131,735,459,653,672
051008,267,1796,868,1512,1419
051010,227,1495,771,1236,1257
051011,231,1320,571,1083,1039
051012,1457,8005,3361,6359,6464
051013,1050,6167,2287,4735,4769
051014,83,503,286,442,430
051015,188,1111,593,910,982
051016,928,5394,2286,4283,4325
051017,2139,12366,6220,10017,10708
051018,1087,5728,2211,4455,4571
051020,618,3671,1585,2918,2956
051021,374,2031,989,1638,1756
051022,413,2281,823,1724,1793
051023,36,274,185,263,232
051024,163,1010,546,869,850
051025,1004,5367,2217,4222,4366
051026,2865,15100,6079,11909,12135
051027,84,496,254,435,399
051030,296,1739,931,1449,1517
051031,586,3532,1614,2922,2810
051033,1765,10233,4566,7934,8630
051034,1624,9129,4439,7500,7692
051035,112,682,356,596,554
051037,691,4143,1571,3273,3132
051038,76,549,339,505,459
051039,1362,7676,3097,6003,6132
051040,1151,6242,2415,4801,5007
051041,505,3204,1697,2676,2730
051042,686,3886,1719,3141,3150
052001,565,3660,1892,3111,3006
052002,803,4139,1840,3338,3444
052003,334,1815,787,1424,1512
052004,432,2344,893,1827,1842
052005,291,1622,678,1355,1236
052006,1006,5570,2188,4295,4469
052007,153,1176,717,1016,1030
052008,211,1383,847,1173,1268
052009,630,4495,2018,3673,3470
052010,229,1001,474,838,866
052011,825,4843,2384,4034,4018
052012,2656,13750,5259,10575,11090
052013,287,1533,640,1260,1200
052015,1301,7798,3918,6286,6731
052016,1234,6466,2363,4962,5101
052017,1262,5635,2122,4431,4588
052018,190,1040,406,880,756
052019,291,1621,563,1307,1168
052020,390,2284,1165,1867,1972
052021,166,1123,611,903,997
052022,3123,17547,7378,13779,14269
052023,144,870,417,698,733
052024,100,587,337,495,529
052025,91,584,294,513,456
052026,598,3105,1400,2494,2609
052027,104,763,550,709,708
052028,760,4698,2005,3847,3616
052030,284,1554,692,1231,1299
052031,467,2698,1329,2186,2308
052032,5416,32632,15132,24914,28266
052033,1432,7338,3323,5923,6170
052034,1170,6175,2499,4771,5073
052035,750,4123,2069,3424,3518
052036,74,662,379,555,560
052037,594,3370,1566,2713,2817
053001,429,2761,1151,2235,2106
053002,215,1432,698,1238,1107
053003,315,2195,1150,1764,1896
053004,560,2914,1329,2440,2363
053005,92,653,509,609,645
053006,558,4224,2274,3496,3560
053007,238,1517,711,1331,1135
053008,328,1767,858,1467,1486
053009,1800,11688,6512,9415,10585
053010,836,5140,2380,4173,4183
053011,8614,50698,21963,39345,41930
053012,86,753,440,691,588
053013,251,1862,1136,1577,1672
053014,618,4073,2159,3330,3520
053015,845,4767,2585,3974,4223
053016,1072,6898,3635,5645,5960
053017,143,691,355,605,584
053018,1266,8126,4525,6642,7275
053019,289,2063,1163,1688,1827
053020,72,549,288,450,459
053021,881,5252,2634,4384,4383
053022,210,1498,796,1254,1250
053023,400,2639,1321,2334,2026
053024,374,2341,965,1857,1823
053025,109,643,302,566,488
053026,209,1670,1104,1474,1509
053027,163,765,346,668,606
053028,89,567,366,505,517
054001,3036,17005,7359,13254,14146
054002,2674,13717,5106,10445,11052
054003,483,2662,1102,2057,2190
054004,500,2878,1358,2333,2403
054005,244,1412,655,1138,1173
054006,493,2588,1088,2040,2129
054007,286,1814,830,1449,1481
054008,285,1913,796,1487,1507
054009,1697,9091,4414,7436,7766
054010,78,591,292,477,484
054011,403,2148,832,1711,1672
054012,791,4391,2195,3525,3852
054013,4229,23161,10457,18349,19498
054014,409,2025,850,1623,1661
054015,2714,13925,4964,10529,11074
054016,71,604,345,510,510
054017,1145,5971,2446,4735,4827
054018,6274,34009,14979,26648,28614
054019,275,1579,731,1294,1291
054020,182,1249,482,996,917
054021,482,2293,894,1828,1841
054022,557,3428,1643,2895,2733
054023,1387,8578,4168,6749,7384
054024,3048,18598,8544,14744,15446
054025,66,359,177,302,300
054026,1640,9150,3872,7197,7465
054027,2108,11159,4695,8846,9116
054028,420,2090,1043,1797,1756
054029,124,747,507,698,680
054030,543,3159,1564,2605,2661
054031,39,320,176,272,263
054032,107,633,305,524,521
054033,142,938,454,755,779
054034,510,3288,1676,2741,2733
054035,498,2715,1186,2217,2182
054036,82,527,314,453,470
054037,523,3220,1574,2585,2732
054038,613,3493,1580,2750,2936
054039,18242,101703,42439,78351,84033
054040,336,1985,1000,1621,1700
054041,175,1225,610,983,1027
054042,3,31,47,48,33
054043,70,393,215,348,330
054044,1251,6806,2963,5430,5590
054045,30,291,169,261,229
054046,111,725,395,621,610
054047,35,257,130,217,205
054048,54,509,355,465,453
054049,225,1349,708,1097,1185
054050,827,4965,2416,3965,4243
054051,3649,21507,10719,17431,18444
054052,1516,9196,4720,7495,7937
054053,791,4176,1661,3265,3363
054054,892,4845,2232,3916,4053
054055,371,2346,1076,1869,1924
054056,2076,9993,4138,7956,8251
054057,357,1915,953,1554,1671
054058,28,194,95,149,168
054059,127,738,393,619,639
055001,428,2626,1276,2109,2221
055002,189,994,496,830,849
055003,114,813,391,631,687
055004,1179,6845,3380,5671,5733
055005,242,1512,750,1205,1299
055006,208,1262,492,996,966
055007,242,1499,803,1264,1280
055008,133,947,580,817,843
055009,185,1089,718,954,1038
055010,237,1528,875,1285,1355
055011,230,1583,757,1246,1324
055012,207,1039,521,878,889
055013,154,898,496,779,769
055014,170,1073,586,892,937
055015,167,1003,544,846,868
055016,126,777,487,699,691
055017,529,2889,1369,2344,2443
055018,102,830,495,721,706
055019,138,753,352,620,623
055020,96,613,386,552,543
055021,127,771,459,635,722
055022,1640,10444,5542,8535,9091
055023,1853,11361,5838,9120,9932
055024,159,1018,540,841,876
055025,36,271,185,245,247
055026,90,599,335,503,521
055027,27,135,71,127,106
055028,162,1111,543,871,945
055029,439,2851,1321,2219,2392
055030,170,1281,671,1104,1018
055031,498,2863,1245,2339,2267
055032,10857,65478,29937,51087,55185
055033,246,1384,678,1178,1130
056001,516,3149,1557,2605,2617
056002,72,434,285,408,383
056003,281,1937,1040,1606,1652
056004,87,585,308,500,480
056005,458,2941,1281,2344,2336
056006,111,795,366,631,641
056007,268,1808,819,1443,1452
056008,287,2152,1210,1789,1860
056009,186,1026,483,874,821
056010,101,554,250,429,476
056011,302,1841,757,1447,1453
056012,544,3044,1441,2556,2473
056013,133,948,566,811,836
056014,678,4103,1570,3100,3251
056015,568,3174,1418,2577,2583
056016,244,1229,478,953,998
056017,238,1602,571,1184,1227
056018,259,1397,633,1147,1142
056019,138,793,384,638,677
056020,91,628,368,590,497
056021,1539,9640,3832,7305,7706
056022,158,795,491,723,721
056023,406,2247,878,1785,1746
056024,944,5264,1959,4079,4088
056025,200,1292,532,1006,1018
056026,121,762,454,653,684
056027,260,1550,741,1252,1299
056028,72,745,403,600,620
056029,194,1218,646,1012,1046
056030,179,1431,764,1243,1131
056031,185,1279,643,1025,1082
056032,49,438,285,410,362
056033,82,503,256,413,428
056034,326,1918,967,1513,1698
056035,888,5500,2291,4327,4352
056036,1328,7988,3663,6388,6591
056037,225,1097,525,915,932
056038,603,3185,1001,2387,2402
056039,1074,6261,2215,4734,4816
056040,67,473,325,421,444
056041,382,2308,983,1812,1861
056042,1138,5972,2133,4682,4561
056043,197,1202,640,1070,969
056044,24,318,179,290,231
056045,819,5311,2309,4208,4231
056046,108,740,364,606,606
056047,189,1220,620,1020,1009
056048,781,4904,2203,3872,4016
056049,687,4230,1847,3382,3382
056050,1634,9806,4422,7751,8111
056051,21,160,102,144,139
056052,823,5070,2195,3898,4190
056053,268,1748,838,1473,1381
056054,242,1433,674,1164,1185
056055,447,2483,1029,1970,1989
056056,205,1309,633,1073,1074
056057,1434,8465,3471,6601,6769
056058,420,2661,1179,2110,2150
056059,7367,42705,16695,32702,34065
056060,668,3514,1039,2579,2642
057001,30,306,157,266,227
057002,197,1224,725,1132,1014
057003,196,1321,721,1156,1082
057004,14,99,82,105,90
057005,67,397,189,319,334
057006,53,306,214,302,271
057007,453,2577,1180,2170,2040
057008,78,552,271,440,461
057009,258,1440,688,1202,1184
057010,164,1028,465,814,843
057011,40,432,206,338,340
057012,119,738,358,596,619
057013,24,167,80,149,122
057014,92,584,311,501,486
057015,99,700,357,597,559
057016,658,3960,1782,3177,3223
057017,21,189,164,203,171
057018,16,205,148,204,165
057019,28,218,102,185,163
057020,6,75,52,73,60
057021,140,974,461,820,755
057022,32,288,145,230,235
057023,24,144,114,143,139
057024,36,328,192,296,260
057025,441,2299,917,1847,1810
057026,68,286,163,269,248
057027,1673,9081,3214,6976,6992
057028,76,637,438,611,540
057029,311,2177,742,1630,1600
057030,82,480,171,366,367
057031,151,820,477,720,728
057032,35,202,105,178,164
057033,142,1170,707,1026,993
057034,34,264,212,267,243
057035,344,2109,1004,1726,1731
057036,4,28,21,31,22
057037,4,74,41,70,49
057038,40,285,179,253,251
057039,31,244,123,205,193
057040,65,512,267,417,427
057041,107,658,363,561,567
057042,25,148,95,134,134
057043,52,395,217,349,315
057044,442,2606,1061,2059,2050
057045,22,216,96,179,155
057046,20,125,62,123,84
057047,23,224,132,199,180
057048,2,102,51,86,69
057049,149,980,668,938,859
057050,78,566,370,553,461
057051,213,1186,558,995,962
057052,162,786,355,627,676
057053,632,3885,1564,2987,3094
057054,289,1802,704,1432,1363
057055,286,1660,636,1360,1222
057056,61,315,187,296,267
057057,37,314,167,276,242
057058,14,143,146,152,151
057059,4562,28094,12210,21717,23149
057060,106,684,331,574,547
057061,61,313,168,259,283
057062,53,468,280,430,371
057063,55,254,153,227,235
057064,402,2164,781,1833,1514
057065,114,686,317,562,555
057066,257,1456,492,1095,1110
057067,119,866,384,681,688
057068,111,676,263,531,519
057069,128,754,401,654,629
057070,111,719,379,630,579
057071,17,140,76,134,99
057072,7,123,84,108,106
057073,13,88,47,89,59
