codice_comune,COD_PROV,anno,popolazione
083086,083,2025,4386
083086,083,2026,4342
083087,083,2025,852
083087,083,2026,877
083088,083,2025,2683
083088,083,2026,2625
083089,083,2025,9187
083089,083,2026,9133
083090,083,2025,1209
083090,083,2026,1185
083091,083,2025,4364
083091,083,2026,4325
083092,083,2025,3666
083092,083,2026,3620
083093,083,2025,1756
083093,083,2026,1749
083094,083,2025,1846
083094,083,2026,1861
083095,083,2025,2444
083095,083,2026,2418
083096,083,2025,4652
083096,083,2026,4602
083097,083,2025,10480
083097,083,2026,10476
083098,083,2025,7260
083098,083,2026,7283
083099,083,2025,5531
083099,083,2026,5432
083100,083,2025,718
083100,083,2026,704
083101,083,2025,2481
083101,083,2026,2480
083102,083,2025,865
083102,083,2026,841
083103,083,2025,1240
083103,083,2026,1246
083104,083,2025,3936
083104,083,2026,3961
083105,083,2025,7793
083105,083,2026,7709
083106,083,2025,7295
083106,083,2026,7363
083107,083,2025,5511
083107,083,2026,5532
083108,083,2025,4501
083108,083,2026,4483
084001,084,2025,55252
084001,084,2026,55118
084002,084,2025,2338
084002,084,2026,2301
084003,084,2025,8700
084003,084,2026,8669
084004,084,2025,3066
084004,084,2026,3000
084005,084,2025,2452
084005,084,2026,2409
084006,084,2025,1125
084006,084,2026,1127
084007,084,2025,3096
084007,084,2026,3065
084008,084,2025,1955
084008,084,2026,1973
084009,084,2025,5841
084009,084,2026,5801
084010,084,2025,8946
084010,084,2026,8873
084011,084,2025,34281
084011,084,2026,34249
084012,084,2025,7126
084012,084,2026,7035
084013,084,2025,2566
084013,084,2026,2557
084014,084,2025,3272
084014,084,2026,3232
084015,084,2025,3010
084015,084,2026,2971
084016,084,2025,869
084016,084,2026,919
084017,084,2025,31315
084017,084,2026,31167
084018,084,2025,5081
084018,084,2026,5044
084019,084,2025,1072
084019,084,2026,1064
084020,084,2025,6492
084020,084,2026,6485
084021,084,2025,34173
084021,084,2026,34203
084022,084,2025,1690
084022,084,2026,1700
084023,084,2025,11773
084023,084,2026,11727
084024,084,2025,2344
084024,084,2026,2342
084025,084,2025,2673
084025,084,2026,2679
084026,084,2025,6777
084026,084,2026,6733
084027,084,2025,21341
084027,084,2026,21302
084028,084,2025,15529
084028,084,2026,15430
084029,084,2025,7460
084029,084,2026,7501
084030,084,2025,11783
084030,084,2026,11769
084031,084,2025,10229
084031,084,2026,10124
084032,084,2025,4349
084032,084,2026,4368
084033,084,2025,17723
084033,084,2026,17744
084034,084,2025,5253
084034,084,2026,5202
084035,084,2025,2778
084035,084,2026,2744
084036,084,2025,7434
084036,084,2026,7383
084037,084,2025,2180
084037,084,2026,2208
084038,084,2025,5978
084038,084,2026,5981
084039,084,2025,1146
084039,084,2026,1119
084040,084,2025,3934
084040,084,2026,3854
084041,084,2025,38576
084041,084,2026,38387
084042,084,2025,4107
084042,084,2026,4187
084043,084,2025,1316
084043,084,2026,1295
085001,085,2025,838
085001,085,2026,819
085002,085,2025,470
085002,085,2026,468
085003,085,2025,4079
085003,085,2026,4053
085004,085,2025,58182
085004,085,2026,57922
085005,085,2025,2550
085005,085,2026,2512
085006,085,2025,3849
085006,085,2026,3851
085007,085,2025,70451
085007,085,2026,70109
085008,085,2025,1539
085008,085,2026,1505
085009,085,2025,10681
085009,085,2026,10567
085010,085,2025,2625
085010,085,2026,2599
085011,085,2025,1339
085011,085,2026,1320
085012,085,2025,9846
085012,085,2026,9742
085013,085,2025,24770
085013,085,2026,24535
085014,085,2025,1709
085014,085,2026,1687
085015,085,2025,10260
085015,085,2026,10158
085016,085,2025,20477
085016,085,2026,20229
085017,085,2025,4516
085017,085,2026,4421
085018,085,2025,5408
085018,085,2026,5342
085019,085,2025,6277
085019,085,2026,6220
085020,085,2025,1144
085020,085,2026,1096
085021,085,2025,3037
085021,085,2026,3003
085022,085,2025,1374
085022,085,2026,1343
086001,086,2025,7567
086001,086,2026,7529
086002,086,2025,4165
086002,086,2026,4205
086003,086,2025,4763
086003,086,2026,4749
086004,086,2025,11568
086004,086,2026,11456
086005,086,2025,3988
086005,086,2026,3948
086006,086,2025,4475
086006,086,2026,4458
086007,086,2025,4976
086007,086,2026,4981
086008,086,2025,1890
086008,086,2026,1867
086009,086,2025,25102
086009,086,2026,24884
086010,086,2025,3148
086010,086,2026,3111
086011,086,2025,12115
086011,086,2026,12023
086012,086,2025,12511
086012,086,2026,12382
086013,086,2025,2799
086013,086,2026,2781
086014,086,2025,20554
086014,086,2026,20558
086015,086,2025,6257
086015,086,2026,6183
086016,086,2025,6600
086016,086,2026,6556
086017,086,2025,652
086017,086,2026,639
086018,086,2025,8310
086018,086,2026,8201
086019,086,2025,6799
086019,086,2026,6743
086020,086,2025,4305
086020,086,2026,4271
087001,087,2025,3574
087001,087,2026,3559
087002,087,2025,17713
087002,087,2026,17482
087003,087,2025,27507
087003,087,2026,27349
087004,087,2025,50611
087004,087,2026,50528
087005,087,2025,18076
087005,087,2026,18091
087006,087,2025,33667
087006,087,2026,33506
087007,087,2025,28242
087007,087,2026,28321
087008,087,2025,22942
087008,087,2026,22917
087009,087,2025,18218
087009,087,2026,18101
087010,087,2025,5127
087010,087,2026,5145
087011,087,2025,35475
087011,087,2026,35373
087012,087,2025,5220
087012,087,2026,5208
087013,087,2025,4234
087013,087,2026,4163
087014,087,2025,2859
087014,087,2026,2832
087015,087,2025,298054
087015,087,2026,296984
087016,087,2025,8967
087016,087,2026,8965
087017,087,2025,26557
087017,087,2026,26466
087018,087,2025,12310
087018,087,2026,12127
087019,087,2025,25318
087019,087,2026,25330
087020,087,2025,2783
087020,087,2026,2762
087021,087,2025,5035
087021,087,2026,4987
087022,087,2025,3555
087022,087,2026,3522
087023,087,2025,14397
087023,087,2026,14486
087024,087,2025,32130
087024,087,2026,32124
087025,087,2025,6660
087025,087,2026,6605
087026,087,2025,1031
087026,087,2026,1017
087027,087,2025,4395
087027,087,2026,4345
087028,087,2025,4170
087028,087,2026,4132
087029,087,2025,48713
087029,087,2026,48620
087030,087,2025,12142
087030,087,2026,12139
087031,087,2025,7696
087031,087,2026,7720
087032,087,2025,15516
087032,087,2026,15369
087033,087,2025,44744
087033,087,2026,44502
087034,087,2025,15422
087034,087,2026,15522
087035,087,2025,3879
087035,087,2026,3865
087036,087,2025,2762
087036,087,2026,2751
087037,087,2025,10089
087037,087,2026,10029
087038,087,2025,10038
087038,087,2026,9959
087039,087,2025,13947
087039,087,2026,13901
087040,087,2025,2378
087040,087,2026,2363
087041,087,2025,24231
087041,087,2026,24458
087042,087,2025,11470
087042,087,2026,11518
087043,087,2025,2820
087043,087,2026,2807
087044,087,2025,8346
087044,087,2026,8372
087045,087,2025,9190
087045,087,2026,9217
087046,087,2025,1516
087046,087,2026,1521
087047,087,2025,7618
087047,087,2026,7675
087048,087,2025,8450
087048,087,2026,8487
087049,087,2025,15959
087049,087,2026,15885
087050,087,2025,11370
087050,087,2026,11396
087051,087,2025,19275
087051,087,2026,19172
087052,087,2025,7804
087052,087,2026,7810
087053,087,2025,8938
087053,087,2026,8943
087054,087,2025,5638
087054,087,2026,5636
087055,087,2025,9362
087055,087,2026,9341
087056,087,2025,3967
087056,087,2026,4010
087057,087,2025,3746
087057,087,2026,3739
087058,087,2025,4316
087058,087,2026,4396
088001,088,2025,10405
088001,088,2026,10657
088002,088,2025,7968
088002,088,2026,8045
088003,088,2025,30214
088003,088,2026,30437
088004,088,2025,3017
088004,088,2026,2994
088005,088,2025,16530
088005,088,2026,16706
088006,088,2025,53483
088006,088,2026,53622
088007,088,2025,2734
088007,088,2026,2705
088008,088,2025,18949
088008,088,2026,18958
088009,088,2025,73878
088009,088,2026,74122
088010,088,2025,11405
088010,088,2026,11649
088011,088,2025,26844
088011,088,2026,26920
088012,088,2025,65873
088012,088,2026,66329
089001,089,2025,34717
089001,089,2026,34697
089002,089,2025,30710
089002,089,2026,30683
089003,089,2025,1705
089003,089,2026,1692
089004,089,2025,936
089004,089,2026,935
089005,089,2025,6507
089005,089,2026,6482
089006,089,2025,17016
089006,089,2026,16883
089007,089,2025,731
089007,089,2026,721
089008,089,2025,2235
089008,089,2026,2219
089009,089,2025,21141
089009,089,2026,20997
089010,089,2025,11541
089010,089,2026,11484
089011,089,2025,21235
089011,089,2026,21022
089012,089,2025,13198
089012,089,2026,13127
089013,089,2025,24612
089013,089,2026,24656
089014,089,2025,22117
089014,089,2026,22355
089015,089,2025,7980
089015,089,2026,7912
089016,089,2025,20543
089016,089,2026,20655
089017,089,2025,115776
089017,089,2026,115515
089018,089,2025,7524
089018,089,2026,7510
089019,089,2025,8044
089019,089,2026,7977
089020,089,2025,3877
089020,089,2026,3890
089021,089,2025,11132
089021,089,2026,11038
090001,090,2025,1403
090001,090,2026,1378
090002,090,2025,1758
090002,090,2026,1745
090003,090,2025,41989
090003,090,2026,41765
090004,090,2025,561
090004,090,2026,553
090005,090,2025,702
090005,090,2026,680
090006,090,2025,13435
090006,090,2026,13456
090007,090,2025,506
090007,090,2026,508
090008,090,2025,1643
090008,090,2026,1623
090009,090,2025,2577
090009,090,2026,2604
090010,090,2025,370
090010,090,2026,369
090011,090,2025,904
090011,090,2026,894
090012,090,2025,3261
090012,090,2026,3232
090013,090,2025,3086
090013,090,2026,3030
090014,090,2025,700
090014,090,2026,692
090015,090,2025,242
090015,090,2026,244
090016,090,2025,639
090016,090,2026,627
090017,090,2025,3513
090017,090,2026,3487
090018,090,2025,788
090018,090,2026,776
090019,090,2025,488
090019,090,2026,507
090020,090,2025,821
090020,090,2026,817
090021,090,2025,3726
090021,090,2026,3692
090022,090,2025,589
090022,090,2026,590
090023,090,2025,5600
090023,090,2026,5624
090024,090,2025,385
090024,090,2026,378
090025,090,2025,1509
090025,090,2026,1494
090026,090,2025,1247
090026,090,2026,1252
090027,090,2025,757
090027,090,2026,739
090028,090,2025,361
090028,090,2026,360
090029,090,2025,1451
090029,090,2026,1459
090030,090,2025,468
090030,090,2026,471
090031,090,2025,723
090031,090,2026,698
090032,090,2025,470
090032,090,2026,457
090033,090,2025,7827
090033,090,2026,7730
090034,090,2025,803
090034,090,2026,806
090035,090,2025,10488
090035,090,2026,10449
090036,090,2025,1815
090036,090,2026,1838
090037,090,2025,2368
090037,090,2026,2369
090038,090,2025,529
090038,090,2026,518
090039,090,2025,452
090039,090,2026,455
090040,090,2025,103
090040,090,2026,105
090041,090,2025,2383
090041,090,2026,2406
090042,090,2025,1710
090042,090,2026,1663
090043,090,2025,821
090043,090,2026,822
090044,090,2025,720
090044,090,2026,710
090045,090,2025,1273
090045,090,2026,1259
090046,090,2025,2585
090046,090,2026,2572
090047,090,2025,61681
090047,090,2026,61739
090048,090,2025,4222
090048,090,2026,4240
090049,090,2025,2917
090049,090,2026,2885
090050,090,2025,2774
090050,090,2026,2732
090051,090,2025,5401
090051,090,2026,5344
090052,090,2025,9685
090052,090,2026,9559
090053,090,2025,576
090053,090,2026,574
090054,090,2025,4084
090054,090,2026,4058
090055,090,2025,2801
090055,090,2026,2763
090056,090,2025,2229
090056,090,2026,2212
090057,090,2025,4222
090057,090,2026,4201
090058,090,2025,20846
090058,090,2026,20624
090059,090,2025,2304
090059,090,2026,2286
090060,090,2025,662
090060,090,2026,658
090061,090,2025,470
090061,090,2026,457
090062,090,2025,1195
090062,090,2026,1195
090063,090,2025,5078
090063,090,2026,5144
090064,090,2025,120510
090064,090,2026,120231
090065,090,2025,1205
090065,090,2026,1183
090066,090,2025,121
090066,090,2026,127
090067,090,2025,6730
090067,090,2026,6657
090068,090,2025,727
090068,090,2026,734
090069,090,2025,14474
090069,090,2026,14394
090070,090,2025,13036
090070,090,2026,12878
090071,090,2025,2662
090071,090,2026,2635
090072,090,2025,2347
090072,090,2026,2352
090073,090,2025,869
090073,090,2026,854
090074,090,2025,2511
090074,090,2026,2579
090075,090,2025,1435
090075,090,2026,1425
090076,090,2025,2836
090076,090,2026,2822
090077,090,2025,4152
090077,090,2026,4120
090078,090,2025,2058
090078,090,2026,2039
090079,090,2025,4293
090079,090,2026,4321
090080,090,2025,2248
090080,090,2026,2281
090081,090,2025,1832
090081,090,2026,1812
090082,090,2025,1578
090082,090,2026,1570
090083,090,2025,2378
090083,090,2026,2373
090084,090,2025,3800
090084,090,2026,3929
090085,090,2025,1441
090085,090,2026,1432
090086,090,2025,607
090086,090,2026,612
090087,090,2025,1328
090087,090,2026,1346
090088,090,2025,691
090088,090,2026,702
090089,090,2025,1537
090089,090,2026,1567
090090,090,2025,2103
090090,090,2026,2130
090091,090,2025,5577
090091,090,2026,5685
090092,090,2025,5175
090092,090,2026,5224
091001,091,2025,1211
091001,091,2026,1272
091002,091,2025,2211
091002,091,2026,2199
091003,091,2025,967
091003,091,2026,974
091004,091,2025,723
091004,091,2026,711
091005,091,2025,3807
091005,091,2026,3770
091006,091,2025,3377
091006,091,2026,3366
091007,091,2025,536
091007,091,2026,529
091008,091,2025,485
091008,091,2026,481
091009,091,2025,2516
091009,091,2026,2476
091010,091,2025,2284
091010,091,2026,2244
091011,091,2025,1913
091011,091,2026,1902
091012,091,2025,1225
091012,091,2026,1218
091016,091,2025,2004
091016,091,2026,1995
091017,091,2025,8256
091017,091,2026,8238
091018,091,2025,554
091018,091,2026,559
091019,091,2025,546
091019,091,2026,555
091024,091,2025,3579
091024,091,2026,3552
091025,091,2025,638
091025,091,2026,638
091026,091,2025,1269
091026,091,2026,1272
091027,091,2025,2374
091027,091,2026,2377
091028,091,2025,2432
091028,091,2026,2404
091031,091,2025,1365
091031,091,2026,1369
091032,091,2025,1974
091032,091,2026,1966
091033,091,2025,2189
091033,091,2026,2194
091035,091,2025,2943
091035,091,2026,2912
091037,091,2025,4968
091037,091,2026,4881
091038,091,2025,445
091038,091,2026,433
091039,091,2025,1317
091039,091,2026,1345
091040,091,2025,492
091040,091,2026,476
091041,091,2025,1473
091041,091,2026,1455
091042,091,2025,2131
091042,091,2026,2122
091043,091,2025,1215
091043,091,2026,1198
091044,091,2025,9069
091044,091,2026,8948
091046,091,2025,2367
091046,091,2026,2349
091047,091,2025,1549
091047,091,2026,1518
091050,091,2025,266
091050,091,2026,269
091051,091,2025,33054
091051,091,2026,32718
091055,091,2025,6475
091055,091,2026,6405
091056,091,2025,1143
091056,091,2026,1129
091057,091,2025,755
091057,091,2026,752
091058,091,2025,353
091058,091,2026,337
091059,091,2025,705
091059,091,2026,728
091060,091,2025,834
091060,091,2026,823
091061,091,2025,2619
091061,091,2026,2576
091062,091,2025,3849
091062,091,2026,3803
091063,091,2025,6847
091063,091,2026,6838
091064,091,2025,1821
091064,091,2026,1824
091066,091,2025,978
091066,091,2026,961
091067,091,2025,2064
091067,091,2026,2022
091068,091,2025,214
091068,091,2026,209
091069,091,2025,690
091069,091,2026,681
091070,091,2025,2167
091070,091,2026,2147
091071,091,2025,1453
091071,091,2026,1429
091072,091,2025,1710
091072,091,2026,1689
091073,091,2025,3052
091073,091,2026,3079
091077,091,2025,1461
091077,091,2026,1450
091083,091,2025,1921
091083,091,2026,1891
091084,091,2025,1583
091084,091,2026,1558
091085,091,2025,11146
091085,091,2026,11139
091086,091,2025,1443
091086,091,2026,1434
091088,091,2025,936
091088,091,2026,913
091089,091,2025,3840
091089,091,2026,3834
091090,091,2025,568
091090,091,2026,561
091091,091,2025,426
091091,091,2026,418
091093,091,2025,1768
091093,091,2026,1806
091094,091,2025,2741
091094,091,2026,2757
091095,091,2025,10978
091095,091,2026,10994
091097,091,2025,1059
091097,091,2026,1060
091098,091,2025,1363
091098,091,2026,1365
091099,091,2025,1043
091099,091,2026,1024
091100,091,2025,439
091100,091,2026,432
091101,091,2025,2885
091101,091,2026,2834
091103,091,2025,1983
091103,091,2026,2002
091104,091,2025,295
091104,091,2026,292
092003,092,2025,25630
092003,092,2026,25575
092009,092,2025,146692
092009,092,2026,145981
092011,092,2025,23092
092011,092,2026,23015
092015,092,2025,8358
092015,092,2026,8375
092037,092,2025,7897
092037,092,2026,7885
092050,092,2025,7112
092050,092,2026,7048
092051,092,2025,68237
092051,092,2026,67869
092066,092,2025,4983
092066,092,2026,4980
092068,092,2025,28377
092068,092,2026,28272
092074,092,2025,20751
092074,092,2026,20630
092075,092,2025,6971
092075,092,2026,6968
092080,092,2025,17360
092080,092,2026,17447
092090,092,2025,8933
092090,092,2026,8899
092099,092,2025,2101
092099,092,2026,2095
092105,092,2025,12828
092105,092,2026,12723
092108,092,2025,9491
092108,092,2026,9480
092109,092,2025,18719
092109,092,2026,18624
093001,093,2025,246
093001,093,2026,243
093002,093,2025,1334
093002,093,2026,1344
093004,093,2025,8990
093004,093,2026,8973
093005,093,2025,15769
093005,093,2026,15760
093006,093,2025,231
093006,093,2026,225
093007,093,2025,9262
093007,093,2026,9192
093008,093,2025,2514
093008,093,2026,2561
093009,093,2025,6195
093009,093,2026,6194
093010,093,2025,8327
093010,093,2026,8314
093011,093,2025,825
093011,093,2026,800
093012,093,2025,1481
093012,093,2026,1463
093013,093,2025,4994
093013,093,2026,4991
093014,093,2025,339
093014,093,2026,343
093015,093,2025,863
093015,093,2026,855
093016,093,2025,382
093016,093,2026,385
093017,093,2025,17718
093017,093,2026,17701
093018,093,2025,2701
093018,093,2026,2671
093019,093,2025,360
093019,093,2026,359
093020,093,2025,1464
093020,093,2026,1467
093021,093,2025,11801
093021,093,2026,11806
093022,093,2025,12893
093022,093,2026,12952
093024,093,2025,588
093024,093,2026,599
093025,093,2025,11498
093025,093,2026,11444
093026,093,2025,1503
093026,093,2026,1480
093027,093,2025,4197
093027,093,2026,4187
093028,093,2025,2728
093028,093,2026,2754
093029,093,2025,7854
093029,093,2026,7890
093030,093,2025,1493
093030,093,2026,1493
093031,093,2025,3099
093031,093,2026,3060
093032,093,2025,14958
093032,093,2026,14947
093033,093,2025,52314
093033,093,2026,52744
093034,093,2025,8364
093034,093,2026,8353
093035,093,2025,3507
093035,093,2026,3471
093036,093,2025,5763
093036,093,2026,5760
093037,093,2025,19951
093037,093,2026,19947
093038,093,2025,4503
093038,093,2026,4541
093039,093,2025,1470
093039,093,2026,1517
093040,093,2025,4315
093040,093,2026,4333
093041,093,2025,15282
093041,093,2026,15293
093042,093,2025,2204
093042,093,2026,2212
093043,093,2025,6302
093043,093,2026,6299
093044,093,2025,11773
093044,093,2026,11799
093045,093,2025,268
093045,093,2026,274
093046,093,2025,336
093046,093,2026,335
093047,093,2025,1818
093047,093,2026,1809
093049,093,2025,701
093049,093,2026,705
093050,093,2025,1346
093050,093,2026,1350
093051,093,2025,8368
093051,093,2026,8360
093052,093,2025,1617
093052,093,2026,1599
093053,093,2025,3933
093053,093,2026,3960
094001,094,2025,347
094001,094,2026,346
094002,094,2025,4571
094002,094,2026,4545
094003,094,2025,610
094003,094,2026,607
094004,094,2025,610
094004,094,2026,602
094005,094,2025,723
094005,094,2026,726
094006,094,2025,749
094006,094,2026,742
094007,094,2025,1225
094007,094,2026,1240
094008,094,2025,1019
094008,094,2026,980
094009,094,2025,305
094009,094,2026,306
094010,094,2025,1508
094010,094,2026,1496
094011,094,2025,135
094011,094,2026,135
094012,094,2025,427
094012,094,2026,418
094013,094,2025,89
094013,094,2026,87
094014,094,2025,1103
094014,094,2026,1103
094015,094,2025,193
094015,094,2026,189
094016,094,2025,874
094016,094,2026,863
094017,094,2025,1269
094017,094,2026,1253
094018,094,2025,162
094018,094,2026,162
094019,094,2025,557
094019,094,2026,564
094020,094,2025,623
094020,094,2026,627
094021,094,2025,1800
094021,094,2026,1778
094022,094,2025,2745
094022,094,2026,2721
094023,094,2025,20529
094023,094,2026,20491
094024,094,2025,624
094024,094,2026,618
094025,094,2025,1029
094025,094,2026,1020
094026,094,2025,1660
094026,094,2026,1655
094027,094,2025,915
094027,094,2026,913
094028,094,2025,2259
094028,094,2026,2218
094029,094,2025,458
094029,094,2026,464
094030,094,2025,2127
094030,094,2026,2121
094031,094,2025,1477
094031,094,2026,1437
094032,094,2025,786
094032,094,2026,780
094033,094,2025,231
094033,094,2026,225
094034,094,2025,452
094034,094,2026,451
094035,094,2025,579
094035,094,2026,559
094036,094,2025,300
094036,094,2026,287
094037,094,2025,530
094037,094,2026,513
094038,094,2025,2180
094038,094,2026,2163
094039,094,2025,948
094039,094,2026,941
094040,094,2025,801
094040,094,2026,803
094041,094,2025,470
094041,094,2026,460
094042,094,2025,1087
094042,094,2026,1066
094043,094,2025,396
094043,094,2026,390
094044,094,2025,1357
094044,094,2026,1333
094045,094,2025,645
094045,094,2026,645
094046,094,2025,310
094046,094,2026,300
094047,094,2025,280
094047,094,2026,298
094048,094,2025,576
094048,094,2026,559
094049,094,2025,674
094049,094,2026,664
094050,094,2025,2123
094050,094,2026,2134
094051,094,2025,589
094051,094,2026,574
094052,094,2025,10719
094052,094,2026,10645
095001,095,2025,2574
095001,095,2026,2539
095002,095,2025,379
095002,095,2026,374
095003,095,2025,227
095003,095,2026,219
095004,095,2025,1249
095004,095,2026,1229
095005,095,2025,338
095005,095,2026,333
095006,095,2025,3708
095006,095,2026,3701
095007,095,2025,747
095007,095,2026,738
095008,095,2025,326
095008,095,2026,321
095009,095,2025,296
095009,095,2026,295
095010,095,2025,76
095010,095,2026,80
095011,095,2025,1197
095011,095,2026,1194
095012,095,2025,535
095012,095,2026,528
095013,095,2025,616
095013,095,2026,613
095014,095,2025,117
095014,095,2026,112
095015,095,2025,1534
095015,095,2026,1521
095016,095,2025,143
095016,095,2026,135
095017,095,2025,1112
095017,095,2026,1099
095018,095,2025,8787
095018,095,2026,8726
095019,095,2025,2439
095019,095,2026,2411
095020,095,2025,812
095020,095,2026,797
095021,095,2025,4064
095021,095,2026,4038
095022,095,2025,425
095022,095,2026,421
095023,095,2025,679
095023,095,2026,673
095024,095,2025,783
095024,095,2026,777
095025,095,2025,4520
095025,095,2026,4499
095026,095,2025,992
095026,095,2026,979
095027,095,2025,1404
095027,095,2026,1394
095028,095,2025,393
095028,095,2026,388
095029,095,2025,3818
095029,095,2026,3784
095030,095,2025,621
095030,095,2026,597
095031,095,2025,1624
095031,095,2026,1620
095032,095,2025,591
095032,095,2026,589
095033,095,2025,1127
095033,095,2026,1125
095034,095,2025,428
095034,095,2026,422
095035,095,2025,1664
095035,095,2026,1660
095036,095,2025,301
095036,095,2026,282
095037,095,2025,1088
095037,095,2026,1067
095038,095,2025,30067
095038,095,2026,29888
095039,095,2025,1480
095039,095,2026,1494
095040,095,2025,266
095040,095,2026,271
095041,095,2025,2086
095041,095,2026,2038
095042,095,2025,215
095042,095,2026,217
095043,095,2025,1997
095043,095,2026,1955
095044,095,2025,577
095044,095,2026,569
095045,095,2025,2687
095045,095,2026,2636
095046,095,2025,2423
095046,095,2026,2396
095047,095,2025,4602
095047,095,2026,4558
095048,095,2025,318
095048,095,2026,313
095049,095,2025,2179
095049,095,2026,2150
095050,095,2025,2394
095050,095,2026,2414
095051,095,2025,1367
095051,095,2026,1360
095052,095,2025,1930
095052,095,2026,1919
095053,095,2025,1587
095053,095,2026,1577
095054,095,2025,376
095054,095,2026,369
095055,095,2025,154
095055,095,2026,153
095056,095,2025,861
095056,095,2026,848
095057,095,2025,751
095057,095,2026,735
095058,095,2025,290
095058,095,2026,281
095059,095,2025,2136
095059,095,2026,2120
095060,095,2025,469
095060,095,2026,520
095061,095,2025,228
095061,095,2026,227
095062,095,2025,2215
095062,095,2026,2191
095063,095,2025,331
095063,095,2026,333
095064,095,2025,127
095064,095,2026,125
095065,095,2025,9635
095065,095,2026,9550
095066,095,2025,897
095066,095,2026,887
095067,095,2025,1024
095067,095,2026,1037
095068,095,2025,445
095068,095,2026,447
095069,095,2025,2633
095069,095,2026,2598
095070,095,2025,682
095070,095,2026,664
095071,095,2025,292
095071,095,2026,283
095072,095,2025,1447
095072,095,2026,1439
095073,095,2025,258
095073,095,2026,258
095074,095,2025,1120
095074,095,2026,1107
095075,095,2025,985
095075,095,2026,979
095076,095,2025,337
095076,095,2026,334
095077,095,2025,299
095077,095,2026,289
095078,095,2025,119
095078,095,2026,115
095079,095,2025,7346
095079,095,2026,7292
095080,095,2025,395
095080,095,2026,386
095082,095,2025,1614
095082,095,2026,1589
095083,095,2025,603
095083,095,2026,594
095084,095,2025,170
095084,095,2026,170
095085,095,2025,435
095085,095,2026,434
095086,095,2025,191
095086,095,2026,186
095087,095,2025,985
095087,095,2026,968
095088,095,2025,246
095088,095,2026,242
096001,096,2025,291
096001,096,2026,289
096002,096,2025,3041
096002,096,2026,3014
096003,096,2025,1163
096003,096,2026,1157
096004,096,2025,43181
096004,096,2026,43356
096005,096,2025,902
096005,096,2026,888
096006,096,2025,859
096006,096,2026,855
096007,096,2025,1871
096007,096,2026,1845
096008,096,2025,148
096008,096,2026,145
096009,096,2025,317
096009,096,2026,321
096010,096,2025,1119
096010,096,2026,1127
096012,096,2025,7218
096012,096,2026,7196
096013,096,2025,187
096013,096,2026,191
096014,096,2025,367
096014,096,2026,365
096015,096,2025,769
096015,096,2026,758
096016,096,2025,3491
096016,096,2026,3464
096018,096,2025,2744
096018,096,2026,2750
096019,096,2025,1653
096019,096,2026,1617
096020,096,2025,13868
096020,096,2026,13833
096021,096,2025,1377
096021,096,2026,1373
096023,096,2025,462
096023,096,2026,466
096024,096,2025,688
096024,096,2026,681
096025,096,2025,535
096025,096,2026,528
096026,096,2025,3800
096026,096,2026,3803
096027,096,2025,104
096027,096,2026,104
096028,096,2025,1441
096028,096,2026,1440
096030,096,2025,339
096030,096,2026,339
096031,096,2025,565
096031,096,2026,581
096032,096,2025,1877
096032,096,2026,1895
096033,096,2025,483
096033,096,2026,475
096034,096,2025,541
096034,096,2026,535
096035,096,2025,3572
096035,096,2026,3555
096037,096,2025,1284
096037,096,2026,1272
096038,096,2025,572
096038,096,2026,551
096039,096,2025,908
096039,096,2026,895
096040,096,2025,3761
096040,096,2026,3793
096041,096,2025,2568
096041,096,2026,2531
096042,096,2025,1432
096042,096,2026,1443
096043,096,2025,466
096043,096,2026,470
096044,096,2025,168
096044,096,2026,168
096046,096,2025,1958
096046,096,2026,1947
096047,096,2025,3629
096047,096,2026,3608
096048,096,2025,1094
096048,096,2026,1077
096049,096,2025,2265
096049,096,2026,2293
096050,096,2025,1996
096050,096,2026,1999
096053,096,2025,1412
096053,096,2026,1409
096054,096,2025,809
096054,096,2026,805
096055,096,2025,96
096055,096,2026,95
096056,096,2025,1541
096056,096,2026,1594
096057,096,2025,522
096057,096,2026,531
096058,096,2025,1813
096058,096,2026,1835
096059,096,2025,2601
096059,096,2026,2563
096063,096,2025,1251
096063,096,2026,1260
096064,096,2025,729
096064,096,2026,732
096065,096,2025,929
096065,096,2026,941
096066,096,2025,896
096066,096,2026,884
096067,096,2025,265
096067,096,2026,264
096068,096,2025,2354
096068,096,2026,2342
096069,096,2025,189
096069,096,2026,192
096071,096,2025,2369
096071,096,2026,2341
096072,096,2025,196
096072,096,2026,189
096074,096,2025,834
096074,096,2026,815
096075,096,2025,433
096075,096,2026,421
096076,096,2025,1155
096076,096,2026,1160
096077,096,2025,7526
096077,096,2026,7577
096078,096,2025,310
096078,096,2026,312
096079,096,2025,174
096079,096,2026,173
096080,096,2025,1329
096080,096,2026,1318
096081,096,2025,378
096081,096,2026,377
096082,096,2025,1125
096082,096,2026,1138
096083,096,2025,961
096083,096,2026,959
096085,096,2025,2624
096085,096,2026,2590
096086,096,2025,499
096086,096,2026,488
096087,096,2025,2023
096087,096,2026,2045
096088,096,2025,9911
096088,096,2026,9880
097001,097,2025,3164
097001,097,2026,3138
097002,097,2025,2884
097002,097,2026,2928
097003,097,2025,2270
097003,097,2026,2283
097004,097,2025,4149
097004,097,2026,4181
097005,097,2025,2381
097005,097,2026,2407
097006,097,2025,5019
097006,097,2026,5047
097007,097,2025,1270
097007,097,2026,1269
097008,097,2025,3364
097008,097,2026,3357
